original_path,new_path,action_taken,result,reason,source_hash,dest_hash
C:\Users\suppo\Downloads\New Music\Top1000\James Vickery - Pressure ｜ LIVE from London - Part 3 ｜ The Old Vinyl Factory.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\James Vickery - Pressure ｜ Live From London - Part 3 ｜ the Old Vinyl Factory.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,b3da4ebf17d06ea8983bb4228409c8dfc778faca98302b91e6c524ee1dd63a7f,b3da4ebf17d06ea8983bb4228409c8dfc778faca98302b91e6c524ee1dd63a7f
C:\Users\suppo\Downloads\New Music\Top1000\Jealous Friend x Katarina - Natural Disaster ｜ Official Lyric Video.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Jealous Friend X Katarina - Natural Disaster ｜ Official Lyric Video.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,1746421b4a2e0c6369445a993392c248000bd0a7eb42f2246fa9d108d7311b3c,1746421b4a2e0c6369445a993392c248000bd0a7eb42f2246fa9d108d7311b3c
C:\Users\suppo\Downloads\New Music\Top1000_Club\Jensation - Donuts ｜ House ｜ NCS - Copyright Free Music.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Jensation - Donuts ｜ House ｜ Ncs - Copyright Free Music.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,e4ab8c1683766b0b46ba787b044fac3ae0933b34e1588fb0d474bead5af1da09,e4ab8c1683766b0b46ba787b044fac3ae0933b34e1588fb0d474bead5af1da09
C:\Users\suppo\Downloads\New Music\Top1000\Johnny Lugautti - W.I.W.Y ｜ From The Block Performance 🎙.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Johnny Lugautti - W.i.w.y ｜ From the Block Performance 🎙.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,c19a6e358e780f4b56292aecca309107c9996b475acd73d35e13de2b77561a5b,c19a6e358e780f4b56292aecca309107c9996b475acd73d35e13de2b77561a5b
"C:\Users\suppo\Downloads\New Music\Top1000\Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ Dj Chetas.mp3","C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ DJ Chetas.mp3",rename_and_move,applied,renamed and moved to READY_NORMALIZED,d1ff50f0b682f563fe266dd31e4312de0ddb3c7a54848f752b3f54486eb501f7,d1ff50f0b682f563fe266dd31e4312de0ddb3c7a54848f752b3f54486eb501f7
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kamelot - New Babylon Feat. Melissa Bonny Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,9b2c541ed34bba181bedc8f6dbe15ed8d371c49b637e788b289b72f8d9521204,9b2c541ed34bba181bedc8f6dbe15ed8d371c49b637e788b289b72f8d9521204
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kamelot - One More Flag in the Ground Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,ee3d66b3b39a920872478d337c83d435eec2d554228a0ef3d2c557e2b229caf7,ee3d66b3b39a920872478d337c83d435eec2d554228a0ef3d2c557e2b229caf7
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kamelot - Opus of the Night Feat. Tina Guo Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,f4b3261243f21898439e937f16c26383deca0066533e70d6f3b5461d16ae908d,f4b3261243f21898439e937f16c26383deca0066533e70d6f3b5461d16ae908d
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kamelot - Under Grey Skies ft. Charlotte Wessels Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,96d6553956235d0296e41cd3bda031eb533685c6f24d019df948cd5d13c06b2e,96d6553956235d0296e41cd3bda031eb533685c6f24d019df948cd5d13c06b2e
C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin – Another Chance to Live Again ｜ Bucha & Irpin Ukraine.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kelsie Kimberlin - Another Chance to Live Again Bucha & Irpin Ukraine.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,8928d7bc7a3e3696223ad9aaf109dea3c06c3bfbcc3292e721eace1885fe38db,8928d7bc7a3e3696223ad9aaf109dea3c06c3bfbcc3292e721eace1885fe38db
"C:\Users\suppo\Downloads\New Music\Top1000\Kelsie Kimberlin – Armageddon ｜ Bucha, Irpin & Kyiv War Zones.mp3","C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Kelsie Kimberlin - Armageddon Bucha, Irpin & Kyiv War Zones.mp3",rename_and_move,applied,renamed and moved to READY_NORMALIZED,50b33434211192b0a7e2b899ab00f7f2fd495b29db1768bda09fe614582f110d,50b33434211192b0a7e2b899ab00f7f2fd495b29db1768bda09fe614582f110d
C:\Users\suppo\Downloads\New Music\Top1000\LA TEMPERATURA - TOSTAO X LEYSONG X BUAY PRESS X MAIKI VI ｜ VIDEO OFICIAL.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\La Temperatura - Tostao X Leysong X Buay Press X Maiki VI ｜ Video Oficial.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,cfaeaf20cff9922d8638fda477d2aea49803294536bbab7bde625eb507497ac9,cfaeaf20cff9922d8638fda477d2aea49803294536bbab7bde625eb507497ac9
C:\Users\suppo\Downloads\New Music\Top1000\LEMONA - Sometimes ｜ English Version.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Lemona - Sometimes ｜ English Version.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,17c23c6c47edb0e00c5869be2473c51c55cab1f3d2ffa5b353a15087c437c056,17c23c6c47edb0e00c5869be2473c51c55cab1f3d2ffa5b353a15087c437c056
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\M.O.P. - Ante Up w⧸ Lyrics.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\M.o.p. - Ante up W⧸ Lyrics.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,ce9b2f81b2e8203ee9db34fe14826393eb4f13e3cd5d65532f297472df4eab9f,ce9b2f81b2e8203ee9db34fe14826393eb4f13e3cd5d65532f297472df4eab9f
C:\Users\suppo\Downloads\New Music\Top1000_Country\Mark Knopfler⧸Emmylou Harris - If This Is Goodbye.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Mark Knopfler⧸emmylou Harris - If This is Goodbye.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,5850de990bffc36a8bb03e9578e630adfb57f8a4231571956c1631db93e964c0,5850de990bffc36a8bb03e9578e630adfb57f8a4231571956c1631db93e964c0
C:\Users\suppo\Downloads\New Music\Top1000\MEHNDI - SHADAA ｜ Diljit Dosanjh & Neeru Bajwa ｜ Shipra Goyal ｜ 21st June ｜ Punjabi Romantic Song.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Mehndi - Shadaa ｜ Diljit Dosanjh & Neeru Bajwa ｜ Shipra Goyal ｜ 21st June ｜ Punjabi Romantic Song.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,2a336e5036839cb5c71cd5f085e90a59a8dfc5e4af9d1ad848c05c7592c3c6f1,2a336e5036839cb5c71cd5f085e90a59a8dfc5e4af9d1ad848c05c7592c3c6f1
C:\Users\suppo\Downloads\New Music\Top1000\Mello Buckzz x Dee Money - Grave Diggers ｜ Presented by No More Heroes.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Mello Buckzz X Dee Money - Grave Diggers ｜ Presented by No More Heroes.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,748d2bfe7c26d9961b3a5be0a1a82c3dd0e911e550048dadc9e0ea281dd5a775,748d2bfe7c26d9961b3a5be0a1a82c3dd0e911e550048dadc9e0ea281dd5a775
C:\Users\suppo\Downloads\New Music\Top1000\Mizxy Slime - Angel Wings ｜ MizxySlime.com.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Mizxy Slime - Angel Wings ｜ Mizxyslime.com.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,2aa92f5d7f006c8bece7c574b66ea8a646d039b9634facb11944d5ac4dc2f007,2aa92f5d7f006c8bece7c574b66ea8a646d039b9634facb11944d5ac4dc2f007
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mos Def： Ms Fat Booty - Black On Both Sides.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Mos Def： Ms Fat Booty - Black on Both Sides.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,d3a2d89c7b311d4f6677530d69861f42b7d2b8cb9931afa6d96b8a073e769cd1,d3a2d89c7b311d4f6677530d69861f42b7d2b8cb9931afa6d96b8a073e769cd1
C:\Users\suppo\Downloads\New Music\Top1000\Paul Damixie - Im Done feat. Lee Heart ｜ Official Visualizer.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Paul Damixie - Im Done Feat. Lee Heart ｜ Official Visualizer.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,3204175d3782f5cbbb02fed5b94c04dde35b113c153944e23ebef887c6c3cd6d,3204175d3782f5cbbb02fed5b94c04dde35b113c153944e23ebef887c6c3cd6d
C:\Users\suppo\Downloads\New Music\Top1000\Paul Damixie x SERE - You Got Me Like ｜ Official Music Video.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Paul Damixie X Sere - You Got Me Like ｜ Official Music Video.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,88b48d55f4afe818944b0660ce77c10e33f4030face73ae4e31937277d735884,88b48d55f4afe818944b0660ce77c10e33f4030face73ae4e31937277d735884
C:\Users\suppo\Downloads\New Music\Top1000\pizzaboys x SBSTN - Lonely ｜ Official Lyric Video.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Pizzaboys X Sbstn - Lonely ｜ Official Lyric Video.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,27e1f82d4ca03f901074371555e29adc0b8a3e366eb2c013e5c2f94e0399d48c,27e1f82d4ca03f901074371555e29adc0b8a3e366eb2c013e5c2f94e0399d48c
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - 1589 (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - 1589 Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,990c42845c7135ded66a85a0d8c32dce0f2819cf4580b04f13de33775ccdc676,990c42845c7135ded66a85a0d8c32dce0f2819cf4580b04f13de33775ccdc676
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Blood For Blood (Faoladh) (Official Lyric Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - Blood for Blood Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,b69a6b878350e591d1497c6fefd626a64bbe91449f3f210b6e045a60b139271f,b69a6b878350e591d1497c6fefd626a64bbe91449f3f210b6e045a60b139271f
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Cardinal Sin (The Monumental Mass) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - Cardinal Sin Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,144b070af712832d60d57111088b8a2b12c0c61dd2af0b87995b9f23596a562d,144b070af712832d60d57111088b8a2b12c0c61dd2af0b87995b9f23596a562d
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Dancing With The Dead (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - Dancing With the Dead Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,377b15e8194be9677f6f3f827d14e6c065ffc043eb7064176e07cbddd82063f1,377b15e8194be9677f6f3f827d14e6c065ffc043eb7064176e07cbddd82063f1
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Demons Are A Girl's Best Friend (The Monumental Mass) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - Demons Are a Girl's Best Friend Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,a2ce5b368fc1dc0e260c5616b3ec599a3467a04c84c95781831bf0a30ee4a4e9,a2ce5b368fc1dc0e260c5616b3ec599a3467a04c84c95781831bf0a30ee4a4e9
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Glaubenskraft (The Monumental Mass) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - Glaubenskraft Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,392529722626c11ede429d4d01df46258195a6c9b4bc32f469c947e5686ec362,392529722626c11ede429d4d01df46258195a6c9b4bc32f469c947e5686ec362
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - My Will Be Done (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - My Will Be Done Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,25c64b0d5d5f23dc2ede32e20d9e53efd30519d0c0ae9f0f1891f9226a48f59a,25c64b0d5d5f23dc2ede32e20d9e53efd30519d0c0ae9f0f1891f9226a48f59a
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF - Venom Of Venus (The Monumental Mass) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf - Venom of Venus Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,587ade729518c9f44b8f3bc4178ee66bfd0a03b533a06247786daea23f12960a,587ade729518c9f44b8f3bc4178ee66bfd0a03b533a06247786daea23f12960a
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Alissa White-Gluz - Demons Are A Girl's Best Friend  (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf ft. Alissa White-gluz - Demons Are a Girl's Best Friend Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,f871e7db1c159477d19d3a6f55e8b769c93e712c64c50d2da6c88f03f806afe6,f871e7db1c159477d19d3a6f55e8b769c93e712c64c50d2da6c88f03f806afe6
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Hansi Kürsch (Blind Guardian) - Call Of The Wild ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf ft. Hansi Kürsch - Call of the Wild Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,3e03621ffec8e32a03ce5b263b25907e956dbd6625030e5196f2b0d0396baa1c,3e03621ffec8e32a03ce5b263b25907e956dbd6625030e5196f2b0d0396baa1c
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Matthew Kiichi Heafy – Fist By Fist (Sacralize Or Strike) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf ft. Matthew Kiichi Heafy - Fist by Fist Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,b98bebdffe93883a33d53e9bf7a6c8a913239d6a7414a04a8bc8527a93416d5a,b98bebdffe93883a33d53e9bf7a6c8a913239d6a7414a04a8bc8527a93416d5a
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\POWERWOLF ft. Melissa Bonny - Blood for Blood (Faoladh) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Powerwolf ft. Melissa Bonny - Blood for Blood Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,cfc6a1885b03db17e2b8fce1ea2712adc8ced6b69f8b47ac7a151bf1db81c239,cfc6a1885b03db17e2b8fce1ea2712adc8ced6b69f8b47ac7a151bf1db81c239
C:\Users\suppo\Downloads\New Music\Top1000\Prada ： Jass Manak Satti Dhillon - Romantic Song - Hit Punjabi Song - Geet MP3.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Prada ： Jass Manak Satti Dhillon - Romantic Song - Hit Punjabi Song - Geet Mp3.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,f2a4386892b58c0f7b11da5afb5843911f7b39d8302af328b48a810eb9250626,f2a4386892b58c0f7b11da5afb5843911f7b39d8302af328b48a810eb9250626
C:\Users\suppo\Downloads\New Music\Top1000\PSY - GANGNAM STYLE M⧸V.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Psy - Gangnam Style M⧸v.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,c944a5c68f875d8c748703d793cbd5e1602a8384697a922b04d68b418735d06a,c944a5c68f875d8c748703d793cbd5e1602a8384697a922b04d68b418735d06a
C:\Users\suppo\Downloads\New Music\Top1000\PSY - GENTLEMAN M⧸V.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Psy - Gentleman M⧸v.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,34d8f32ceb127a784fabe7ca467ded02116183f99f920ba3e9865ac4cfcc7c1d,34d8f32ceb127a784fabe7ca467ded02116183f99f920ba3e9865ac4cfcc7c1d
C:\Users\suppo\Downloads\New Music\Top1000\PTM - If It Was Easy ｜ Lyrics Video.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ptm - If it Was Easy ｜ Lyrics Video.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,0e896c963cdd8e3b56cf183ebb8abf8196dec4dd787bb75dae621a4c3bf29e40,0e896c963cdd8e3b56cf183ebb8abf8196dec4dd787bb75dae621a4c3bf29e40
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Scorpions - The Zoo ⧸W Lyrics.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Scorpions - The Zoo ⧸w Lyrics.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,126cd1311ec8831cbb260ef85f0999a35da096110c4fccb2076a663b31388fb9,126cd1311ec8831cbb260ef85f0999a35da096110c4fccb2076a663b31388fb9
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery - Can I Trust You With My Heart w⧸lyrics.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Scotty Mccreery - Can I Trust You With My Heart W⧸lyrics.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,20cc65be7603d61d9effe99afd6195272bdbe5965f15eca10624835b92779bc2,20cc65be7603d61d9effe99afd6195272bdbe5965f15eca10624835b92779bc2
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - In The Name Of Scotland (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - In the Name of Scotland Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,c339a1bfad85fc3f3595650a7b0f4b0d9f3e54e6cfdd57b945108dc7a8bf4c5a,c339a1bfad85fc3f3595650a7b0f4b0d9f3e54e6cfdd57b945108dc7a8bf4c5a
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Legacy Of Tudors (Official Live Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - Legacy of Tudors Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,3d2b545d5aad717c3ed02ae7acb18ac88abadf86ca72c2868d6e41257ec5815f,3d2b545d5aad717c3ed02ae7acb18ac88abadf86ca72c2868d6e41257ec5815f
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Reflections (of AD) (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - Reflections Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,1b2aa1e29fb42be8eb4d838f43f71459cde4599d02dad0a6c7851d21d2505dc5,1b2aa1e29fb42be8eb4d838f43f71459cde4599d02dad0a6c7851d21d2505dc5
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Ritter Tod und Teufel (Knightfall) (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - Ritter Tod Und Teufel Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,5b6e394eddf05f25c023922aaacd7f5f261827d45fd15c213d6ec6c156a02c0e,5b6e394eddf05f25c023922aaacd7f5f261827d45fd15c213d6ec6c156a02c0e
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Souls and Sins (feat. Sascha Paeth & Michele Guaitoli) (Live Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - Souls and Sins (Feat. Sascha Paeth & Michele Guaitoli) Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,4bcd45e5ad4e539f4130448f6bdca42b39a8b79ab67e7a714ba5b4a7d02f5eb6,4bcd45e5ad4e539f4130448f6bdca42b39a8b79ab67e7a714ba5b4a7d02f5eb6
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - Spirit in the Flesh (Official Live Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - Spirit in the Flesh Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,149605bb150eda404449891f5f71e44ab80a86e7edcc5812d55020096f84fd75,149605bb150eda404449891f5f71e44ab80a86e7edcc5812d55020096f84fd75
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SERENITY - The Fall Of Man (feat. Roy Khan) (Lyric Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Serenity - The Fall of Man (Feat. Roy Khan) Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,0527fa534a7bcc675a02b2695e889429cc6b9caa39f3f99cd542554eec4447fb,0527fa534a7bcc675a02b2695e889429cc6b9caa39f3f99cd542554eec4447fb
C:\Users\suppo\Downloads\New Music\Top1000_Club\Ship Wrek & Zookeepers - Ark ｜ Future Bass ｜ NCS - Copyright Free Music.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Ship Wrek & Zookeepers - Ark ｜ Future Bass ｜ Ncs - Copyright Free Music.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,31a43599c5f448ee0ef3bac0694fbcd8f650ea3b389fcaa21cac2b41229137ad,31a43599c5f448ee0ef3bac0694fbcd8f650ea3b389fcaa21cac2b41229137ad
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Addiction No. 1 (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Sirenia - Addiction No. 1 Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,7a04b7309772703e43b6777dc9da6e9f2e1c17e74346e0cb6b5c7f1c1c084de4,7a04b7309772703e43b6777dc9da6e9f2e1c17e74346e0cb6b5c7f1c1c084de4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Deadlight (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Sirenia - Deadlight Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,0423108340e971cf9d0d31ab5fb4359c826a60c0e34ab1e7ad13d76ef2f84839,0423108340e971cf9d0d31ab5fb4359c826a60c0e34ab1e7ad13d76ef2f84839
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Twist in my Sobriety (Performance Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Sirenia - Twist in My Sobriety Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,5ebcd6ea2db6133fce93d15dd198eb2330c12f3498f90884fc0b25f530022d6e,5ebcd6ea2db6133fce93d15dd198eb2330c12f3498f90884fc0b25f530022d6e
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\SIRENIA - Wintry Heart (Performance Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Sirenia - Wintry Heart Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,c49480e5f8795183cd7ec7b43a3e1f7c6f96d09b58cf66389cee67d13f4b3bda,c49480e5f8795183cd7ec7b43a3e1f7c6f96d09b58cf66389cee67d13f4b3bda
C:\Users\suppo\Downloads\New Music\Top1000\Smiley - Walking To The Moon ｜ Official Visualizer.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Smiley - Walking to the Moon ｜ Official Visualizer.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,c1b4287235c4db1ec82efe8b788fd79437c36c920efac2fcb1bac064d77717ab,c1b4287235c4db1ec82efe8b788fd79437c36c920efac2fcb1bac064d77717ab
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tech N9ne - Einstein ｜ OFFICIAL AUDIO.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Tech N9ne - Einstein ｜ Official Audio.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,9bfc97400fa9e81f9932a1945dc69c834c3d98793b6a1d77665a37aa46853b72,9bfc97400fa9e81f9932a1945dc69c834c3d98793b6a1d77665a37aa46853b72
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tech N9ne - Speedom ｜ OFFICIAL AUDIO.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Tech N9ne - Speedom ｜ Official Audio.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,01ed3820cd9ea4792b50323d1c76660f18016dbe7a3e6c03e5cf09be409c55ff,01ed3820cd9ea4792b50323d1c76660f18016dbe7a3e6c03e5cf09be409c55ff
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\TEMPERANCE - Breaking The Rules Of Heavy Metal (Official Video) ｜ Napalm Records.mp3,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Temperance - Breaking the Rules of Heavy Metal Napalm Records.mp3,rename_and_move,applied,renamed and moved to READY_NORMALIZED,84b8c38114148928bad274664c00251310f14553d2b8b7ed386eddd8dced34ae,84b8c38114148928bad274664c00251310f14553d2b8b7ed386eddd8dced34ae
