file_path,bpm,bpm_confidence,key,key_confidence,duration,sample_rate,bitrate,analysis_status,error_reason
C:\Users\suppo\Downloads\New Music\More Music\Maren Morris - My Church.mp3,152.03,1.0,A major,0.9779,215.064,48000,264799,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maren Morris - Rich.mp3,148.03,1.0,F major,0.9379,205.272,48000,280162,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maren Morris - The Bones.mp3,152.03,1.0,D major,0.9091,198.12,48000,254704,OK,
"C:\Users\suppo\Downloads\New Music\More Music\Maren Morris, Hozier - The Bones.mp3",152.03,1.0,D major,0.9202,198.888,48000,250390,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maria Mena - I Dont Wanna See You With Her.mp3,140.62,1.0,G# major,0.9549,222.912,48000,231366,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maria Mena - It Took Me By Surprise Lyrics.mp3,62.5,1.0,D minor,0.8294,175.08,48000,251075,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mariah Carey - Up Out My Face ft. Nicki Minaj.mp3,148.03,1.0,A# major,0.7931,327.912,48000,238601,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mark Ronson - Uptown Funk ft. Bruno Mars.mp3,114.8,1.0,C major,0.7101,270.432,48000,264077,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Dont Wanna Know.mp3,100.45,1.0,G major,0.8567,378.768,48000,234414,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Girls Like You ft. Cardi B (Official Music Video).mp3,125.0,1.0,C major,0.9831,270.816,48000,248627,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Girls Like You Ft. Cardi B.mp3,125.0,1.0,C major,0.9734,233.712,48000,246204,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Girls Like You.mp3,125.0,1.0,C major,0.9807,216.72,48000,254417,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Memories (Official Video).mp3,90.73,1.0,B major,0.9679,195.144,48000,238402,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Memories [lyrics].mp3,90.73,1.0,B major,0.9664,197.28,48000,230144,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Memories.mp3,90.73,1.0,B major,0.9691,189.576,48000,248772,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Moves Like Jagger ft. Christina Aguilera ft. Christina Aguilera.mp3,127.84,1.0,A major,0.7184,278.76,48000,219554,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Sugar (Official Music Video).mp3,119.68,1.0,C# major,0.9052,301.392,48000,245380,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - Sugar.mp3,119.68,1.0,C# major,0.906,232.848,48000,223175,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maroon 5 - What Lovers Do Feat. Sza.mp3,110.29,1.0,A# major,0.8337,205.32,48000,238922,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marry Me Thomas Rhett Lyrics.mp3,85.23,1.0,D# major,0.9724,201.144,48000,217765,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello & Anne-Marie - FRIENDS (Music Video) ＊OFFICIAL FRIENDZONE ANTHEM＊.mp3,95.34,1.0,A minor,0.9354,231.192,48000,250012,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello & Anne-Marie - Friends ＊official Friendzone Anthem＊.mp3,95.34,1.0,A minor,0.949,205.56,48000,248954,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello & Kane Brown - One Thing Right (Official Music Video).mp3,87.89,1.0,E major,0.9479,203.616,48000,256321,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello & Kane Brown - One Thing Right.mp3,87.89,1.0,E major,0.9625,181.872,48000,266219,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello - Alone.mp3,140.62,1.0,D major,0.9734,199.488,48000,255915,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello Ft. Bastille - Happier (Official Lyric Video).mp3,100.45,1.0,F major,0.9496,218.304,48000,245071,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello ft. Bastille - Happier (Official Music Video).mp3,100.45,1.0,F major,0.952,233.28,48000,242200,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello Ft. Bastille - Happier.mp3,100.45,1.0,F major,0.9442,216.288,48000,250647,OK,
C:\Users\suppo\Downloads\New Music\More Music\Marshmello Ft. Khalid - Silence.mp3,140.62,1.0,E major,0.9273,186.84,48000,261035,OK,
"C:\Users\suppo\Downloads\New Music\More Music\Marshmello, Kane Brown - One Thing Right.mp3",87.89,1.0,E major,0.9591,186.072,48000,261502,OK,
C:\Users\suppo\Downloads\New Music\More Music\Martin Garrix - Scared To Be Lonely Feat. Dua Lipa.mp3,137.2,1.0,E major,0.951,231.408,48000,249798,OK,
"C:\Users\suppo\Downloads\New Music\More Music\Martin Jensen, James Arthur - Nobody.mp3",96.98,1.0,F# minor,0.8997,211.8,48000,255762,OK,
C:\Users\suppo\Downloads\New Music\More Music\Martina Mcbride - Concrete Angel.mp3,156.25,1.0,G# major,0.9035,248.448,48000,228857,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mary Lambert - Id Be Your Wife.mp3,93.75,1.0,D major,0.9178,217.944,48000,151090,OK,
C:\Users\suppo\Downloads\New Music\More Music\Matt Maher - Because He Lives.mp3,83.96,1.0,C# major,0.9507,202.248,48000,261455,OK,
C:\Users\suppo\Downloads\New Music\More Music\Matt Stell - Prayed For You (Official Music Video).mp3,140.62,1.0,A major,0.9531,211.608,48000,250296,OK,
C:\Users\suppo\Downloads\New Music\More Music\Matt Stell - Prayed For You.mp3,140.62,1.0,A major,0.9546,209.112,48000,267319,OK,
C:\Users\suppo\Downloads\New Music\More Music\Maxwell Aden - Bounce Ft. Kodie Shane.mp3,140.62,1.0,A# minor,0.933,208.056,48000,231597,OK,
C:\Users\suppo\Downloads\New Music\More Music\May We All.mp3,152.03,1.0,G major,0.9385,226.632,48000,270687,OK,
C:\Users\suppo\Downloads\New Music\More Music\Me And My Broken Heart.mp3,175.78,1.0,C minor,0.8316,193.776,48000,263231,OK,
C:\Users\suppo\Downloads\New Music\More Music\Megadeth-Symphony of Destruction.mp3,140.62,1.0,E minor,0.941,242.592,48000,128844,OK,
C:\Users\suppo\Downloads\New Music\More Music\Megan Nicole Ft. Jason Chen - It Girl Lyrics.mp3,92.21,1.0,E major,0.9416,196.08,48000,226475,OK,
C:\Users\suppo\Downloads\New Music\More Music\Meghan Trainor - All About That Bass.mp3,89.29,1.0,A major,0.8374,189.936,48000,267514,OK,
C:\Users\suppo\Downloads\New Music\More Music\Meghan Trainor - Dear Future Husband Lyrics.mp3,79.23,1.0,A major,0.6843,187.08,48000,226989,OK,
C:\Users\suppo\Downloads\New Music\More Music\Meghan Trainor - Like Im Gonna Lose You ft. John Legend.mp3,72.12,1.0,C major,0.9428,227.808,48000,247586,OK,
C:\Users\suppo\Downloads\New Music\More Music\Meghan Trainor - Me Too.mp3,125.0,1.0,E minor,0.8329,182.184,48000,249426,OK,
C:\Users\suppo\Downloads\New Music\More Music\Meghan Trainor - No (Official Video).mp3,187.5,1.0,C# minor,0.7911,222.384,48000,266479,OK,
C:\Users\suppo\Downloads\New Music\More Music\Meghan Trainor - No.mp3,187.5,1.0,C# minor,0.7913,213.624,48000,255763,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mehrwertsteuer - Mittelstandsangst.mp3,181.45,0.9461,G major,0.9065,241.56,48000,261972,OK,
C:\Users\suppo\Downloads\New Music\More Music\Melanie Martinez - Dollhouse Lyrics.mp3,130.81,1.0,F minor,0.823,235.08,48000,213624,OK,
C:\Users\suppo\Downloads\New Music\More Music\Melanie Martinez - Dollhouse.mp3,130.81,1.0,F minor,0.8242,265.728,48000,251541,OK,
C:\Users\suppo\Downloads\New Music\More Music\Melanie Martinez - Mad Hatter Lyrics.mp3,92.21,1.0,C minor,0.8261,199.104,48000,235967,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mental Maze - Here Goes.mp3,82.72,1.0,C major,0.7835,281.16,48000,266419,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mercy.mp3,98.68,1.0,E minor,0.916,208.776,48000,244730,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mercyme - Greater.mp3,117.19,1.0,D major,0.8825,246.384,48000,264401,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mesto - Leyla.mp3,106.13,1.0,A minor,0.8579,215.016,48000,251330,OK,
C:\Users\suppo\Downloads\New Music\More Music\Metallica - Enter Sandman Lyrics.mp3,125.0,1.0,E minor,0.9029,327.312,48000,286909,OK,
C:\Users\suppo\Downloads\New Music\More Music\Metallica - Nothing Else Matter Lyrics.mp3,143.55,1.0,E minor,0.9614,396.565,44100,194957,OK,
C:\Users\suppo\Downloads\New Music\More Music\Metallica - One.mp3,112.5,1.0,E minor,0.7115,426.912,48000,230614,OK,
C:\Users\suppo\Downloads\New Music\More Music\Metallica The Unforgiven Lyrics.mp3,70.31,1.0,A minor,0.9024,387.264,48000,235084,OK,
C:\Users\suppo\Downloads\New Music\More Music\Micah Tyler - Different.mp3,106.13,1.0,A# major,0.9375,302.688,48000,240413,OK,
C:\Users\suppo\Downloads\New Music\More Music\Micah Tyler - Never Been A Moment.mp3,156.25,1.0,C major,0.8913,210.384,48000,257687,OK,
C:\Users\suppo\Downloads\New Music\More Music\Michael Monroe - Man With No Eyes.mp3,122.28,1.0,C major,0.9457,268.896,48000,265976,OK,
C:\Users\suppo\Downloads\New Music\More Music\Michael Monroe - Shes no angel.mp3,156.25,0.8648,A major,0.9212,220.296,48000,277493,OK,
C:\Users\suppo\Downloads\New Music\More Music\Michael Ray - ＂her World Or Mine＂ (Official Music Video).mp3,72.12,1.0,E major,0.9666,249.024,48000,248586,OK,
C:\Users\suppo\Downloads\New Music\More Music\Michael Ray - ＂her World Or Mine＂.mp3,72.12,1.0,E major,0.9649,223.68,48000,240149,OK,
C:\Users\suppo\Downloads\New Music\More Music\Middle Of A Memory.mp3,140.62,1.0,B major,0.9549,226.344,48000,258147,OK,
C:\Users\suppo\Downloads\New Music\More Music\Midland - Burn Out.mp3,100.45,1.0,G major,0.9279,210.0,48000,261822,OK,
C:\Users\suppo\Downloads\New Music\More Music\Midland - Drinkin Problem.mp3,102.27,1.0,E major,0.9601,266.04,48000,238370,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miia - Dynasty.mp3,125.0,0.9569,G# minor,0.8812,224.616,48000,234490,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mika - Popular Song Ft. Ariana Grande.mp3,98.68,1.0,D# major,0.8675,206.64,48000,234808,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mike Posner - I Took A Pill In Ibiza.mp3,102.27,1.0,A# major,0.941,236.208,48000,248314,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miley Cyrus - The Climb.mp3,160.71,1.0,E major,0.9733,290.208,48000,121620,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miley Cyrus - Wrecking Ball (Official Video).mp3,119.68,1.0,F major,0.9295,221.304,48000,258910,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miley Cyrus - Wrecking Ball.mp3,119.68,1.0,F major,0.9316,246.768,48000,242834,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miranda Lambert - Kerosene.mp3,127.84,1.0,D major,0.9456,184.44,48000,266005,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miranda Lambert - Mamas Broken Heart.mp3,112.5,1.0,B major,0.8647,181.248,48000,255628,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miranda Lambert - Somethin Bad Ft. Carrie Underwood.mp3,89.29,1.0,E major,0.8724,172.752,48000,265656,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miranda Lambert - The House That Built Me.mp3,160.71,1.0,F major,0.9626,251.88,48000,221970,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miranda Lambert - Vice.mp3,133.93,1.0,F# minor,0.9384,229.104,48000,239814,OK,
C:\Users\suppo\Downloads\New Music\More Music\Miss You!.mp3,92.21,1.0,D major,0.8261,92.904,48000,283784,OK,
C:\Users\suppo\Downloads\New Music\More Music\Missio - Twisted - Lyrics.mp3,96.98,1.0,E minor,0.785,220.92,48000,239100,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mitch Malloy - Anything At All.mp3,119.68,1.0,F# major,0.8923,237.984,48000,255793,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mitchell Tenpenny - Drunk Me.mp3,175.78,1.0,D major,0.9452,227.16,48000,246947,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mkto Wasted Lyrics.mp3,133.93,1.0,F# major,0.9631,185.424,48000,233088,OK,
C:\Users\suppo\Downloads\New Music\More Music\Moana How Far Ill Go Lyrics Aulii Cravalho.mp3,170.45,1.0,E major,0.9252,159.84,48000,232318,OK,
C:\Users\suppo\Downloads\New Music\More Music\MoneyMarkHot - Try Stop Me.mp3,133.93,1.0,C# major,0.7439,224.376,48000,235980,OK,
C:\Users\suppo\Downloads\New Music\More Music\Monsters.mp3,152.03,1.0,F major,0.8495,248.4,48000,255709,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Chasin You.mp3,96.98,1.0,G major,0.9827,215.712,48000,261789,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Gone Girl.mp3,170.45,1.0,D major,0.9342,163.44,48000,270898,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Had Me By Halftime.mp3,144.23,1.0,F# major,0.9682,172.08,48000,273646,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Happy Hour.mp3,98.68,1.0,G major,0.9777,202.08,48000,265076,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - If I Ever Get You Back.mp3,140.62,1.0,C major,0.8162,173.976,48000,276502,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - If I Know Me.mp3,100.45,1.0,D# major,0.9618,157.704,48000,266817,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Little Rain.mp3,93.75,1.0,G# major,0.9221,207.216,48000,270797,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Not Good At Not.mp3,144.23,1.0,B major,0.8862,181.848,48000,268839,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Spin You Around.mp3,152.03,1.0,E major,0.9384,208.32,48000,265833,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Talkin Tennessee.mp3,100.45,1.0,F# minor,0.9491,223.896,48000,261305,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - The Way I Talk.mp3,137.2,1.0,E major,0.889,211.104,48000,264103,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Up Down Ft. Florida Georgia Line.mp3,130.81,1.0,F# major,0.9062,239.784,48000,252040,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Whatcha Know 'bout That (Live).mp3,148.03,1.0,D major,0.9377,197.664,48000,256048,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Whatcha Know bout That.mp3,148.03,1.0,D major,0.9217,194.736,48000,273890,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Whiskey Glasses (Official Video).mp3,148.03,1.0,F# major,0.9075,259.944,48000,259096,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - Whiskey Glasses.mp3,148.03,1.0,F# major,0.9144,234.36,48000,273128,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - ＂redneck Love Song＂ Live Performance ｜ Vevo.mp3,133.93,1.0,F major,0.9056,203.208,48000,259288,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen - ＂talkin Tennessee＂ Live Performance ｜ Vevo.mp3,187.5,1.0,F# minor,0.9059,229.152,48000,256154,OK,
C:\Users\suppo\Downloads\New Music\More Music\Morgan Wallen Covers Jason Isbells cover Me Up And... Wow!.mp3,122.28,1.0,D major,0.959,292.392,48000,240416,OK,
C:\Users\suppo\Downloads\New Music\More Music\Moromo - Next Life.mp3,133.93,1.0,D minor,0.7577,168.12,48000,160408,OK,
C:\Users\suppo\Downloads\New Music\More Music\Most Girls.mp3,102.27,1.0,A major,0.922,204.432,48000,273924,OK,
C:\Users\suppo\Downloads\New Music\More Music\Motley Crue - Shout At The Devil.mp3,95.34,1.0,C major,0.8781,262.584,48000,241439,OK,
C:\Users\suppo\Downloads\New Music\More Music\Motörhead - Hellraiser.mp3,98.68,1.0,F# major,0.7967,271.392,48000,248577,OK,
C:\Users\suppo\Downloads\New Music\More Music\msg - anytime.mp3,110.29,0.9456,G# minor,0.884,310.896,48000,287926,OK,
C:\Users\suppo\Downloads\New Music\More Music\MSG Love Is Not A Game HQ VIDEO.mp3,119.68,1.0,A major,0.8325,240.624,48000,243875,OK,
C:\Users\suppo\Downloads\New Music\More Music\Must Be Doin Somethin Right.mp3,83.96,1.0,A major,0.9835,269.616,48000,261401,OK,
C:\Users\suppo\Downloads\New Music\More Music\My Chemical Romance - Welcome To The Black Parade.mp3,96.98,1.0,D major,0.9027,311.136,48000,274003,OK,
C:\Users\suppo\Downloads\New Music\More Music\My Demons By Starset.mp3,86.54,1.0,F minor,0.8989,239.52,48000,253064,OK,
C:\Users\suppo\Downloads\New Music\More Music\My House.mp3,93.75,1.0,G minor,0.9518,192.216,48000,249627,OK,
C:\Users\suppo\Downloads\New Music\More Music\My Life.mp3,130.81,1.0,A# major,0.777,215.64,48000,261688,OK,
C:\Users\suppo\Downloads\New Music\More Music\My Side Of The Fence.mp3,148.03,1.0,A# major,0.9646,219.864,48000,258057,OK,
C:\Users\suppo\Downloads\New Music\More Music\My Stress.mp3,106.13,1.0,G minor,0.9144,252.744,48000,259590,OK,
C:\Users\suppo\Downloads\New Music\More Music\My Way.mp3,119.68,1.0,D major,0.8884,219.192,48000,266526,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mytherine - Return Of The Giants.mp3,122.28,0.9962,D minor,0.8132,383.688,48000,254544,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mötley Crüe - Smokin In The Boys Room.mp3,133.93,1.0,D major,0.882,274.44,48000,234704,OK,
C:\Users\suppo\Downloads\New Music\More Music\Mötley Crüe - Too Young To Fall In Love.mp3,100.45,1.0,G minor,0.8381,215.496,48000,188272,OK,
C:\Users\suppo\Downloads\New Music\More Music\Naomi Scott - Speechless.mp3,125.0,0.8782,F# minor,0.9418,205.728,48000,228653,OK,
C:\Users\suppo\Downloads\New Music\More Music\Natalie Taylor - Surrender.mp3,57.99,1.0,F minor,0.9848,183.48,48000,218969,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nate.mp3,85.23,1.0,F# major,0.8995,302.16,48000,246560,OK,
C:\Users\suppo\Downloads\New Music\More Music\Natural.mp3,100.45,1.0,D minor,0.8491,189.504,48000,264273,OK,
C:\Users\suppo\Downloads\New Music\More Music\Naughty Boy - La la la ft. Sam Smith.mp3,125.0,1.0,F# minor,0.8309,243.84,48000,237658,OK,
C:\Users\suppo\Downloads\New Music\More Music\Necrokinesis - Death Is Just The Beginning.mp3,102.27,1.0,E minor,0.781,162.792,48000,265192,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nelson - After The Rain.mp3,125.0,1.0,A# major,0.9191,348.48,48000,264971,OK,
C:\Users\suppo\Downloads\New Music\More Music\Never Be The Same - Camila Cabello.mp3,130.81,1.0,C major,0.8705,230.424,48000,243761,OK,
C:\Users\suppo\Downloads\New Music\More Music\Never Be The Same.mp3,130.81,1.0,C major,0.8641,227.112,48000,264420,OK,
C:\Users\suppo\Downloads\New Music\More Music\Never Ending Sneezing Bear- Pettube.mp3,102.27,1.0,G# minor,0.8461,28.632,48000,205599,OK,
C:\Users\suppo\Downloads\New Music\More Music\Never Good Enough.mp3,144.23,1.0,C minor,0.903,187.176,48000,256858,OK,
C:\Users\suppo\Downloads\New Music\More Music\Never Stop By Safetysuit W⧸lyrics.mp3,133.93,1.0,C major,0.9873,170.088,48000,215570,OK,
C:\Users\suppo\Downloads\New Music\More Music\New Empire - A Little Braver.mp3,148.03,1.0,D major,0.961,206.856,48000,225705,OK,
C:\Users\suppo\Downloads\New Music\More Music\New Rules.mp3,114.8,1.0,A minor,0.8653,209.352,48000,265688,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Can You Hold Me Ft. Britt Nicole.mp3,130.81,1.0,E minor,0.9454,221.232,48000,256929,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Leave Me Alone.mp3,160.71,1.0,C minor,0.8092,312.648,48000,263208,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Let You Down (Lyrics).mp3,148.03,1.0,F minor,0.9613,203.568,48000,247117,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Let You Down.mp3,148.03,1.0,F minor,0.9653,212.184,48000,253023,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Lie.mp3,127.84,1.0,D minor,0.8161,209.256,48000,246214,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Lost In The Moment Ft. Andreas Moss.mp3,127.84,1.0,C major,0.9419,242.736,48000,220843,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - My Stress.mp3,106.13,1.0,G minor,0.9135,253.704,48000,257312,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - No Name.mp3,130.81,1.0,D minor,0.7985,183.312,48000,244406,OK,
C:\Users\suppo\Downloads\New Music\More Music\NF - Outcast.mp3,130.81,1.0,E minor,0.7935,325.752,48000,258354,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Paralyzed Hd.mp3,130.81,1.0,C major,0.9253,268.968,48000,240391,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Paralyzed.mp3,130.81,1.0,C major,0.9246,270.48,48000,246767,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - The Search.mp3,119.68,1.0,D minor,0.8106,291.792,48000,233942,OK,
C:\Users\suppo\Downloads\New Music\More Music\NF - Therapy Session.mp3,110.29,1.0,C minor,0.908,331.512,48000,265224,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Time.mp3,98.68,1.0,C minor,0.8548,243.864,48000,257113,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf - Turn The Music Up.mp3,119.68,1.0,D minor,0.8413,206.16,48000,254878,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf – Let You Down 🎵.mp3,148.03,1.0,F minor,0.9649,205.032,48000,246984,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf ⧸⧸ If You Want Love Lyric Video.mp3,72.12,1.0,C major,0.8934,199.488,48000,237582,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf ⧸⧸ Remember This.mp3,160.71,1.0,G minor,0.809,234.576,48000,253371,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf- Lost In The Moment- Lyrics.mp3,130.81,1.0,C major,0.9436,245.064,48000,206838,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nf- Time Lyrics.mp3,98.68,1.0,C minor,0.863,264.72,48000,231040,OK,
C:\Users\suppo\Downloads\New Music\More Music\NHLFAN90 - Biscotti.mp3,140.62,0.9661,A minor,0.8275,98.28,48000,265409,OK,
C:\Users\suppo\Downloads\New Music\More Music\NHLFAN90 - Bistulaye.mp3,87.89,1.0,A# minor,0.8035,86.616,48000,262222,OK,
C:\Users\suppo\Downloads\New Music\More Music\NHLFAN90 - Ice Pick Ice Stab.mp3,125.0,1.0,G major,0.8139,102.984,48000,261209,OK,
C:\Users\suppo\Downloads\New Music\More Music\NHLFAN90 - M4SPEED ft. Oracle Spectre.mp3,148.03,0.9678,E major,0.7958,99.84,48000,262531,OK,
C:\Users\suppo\Downloads\New Music\More Music\NHLFAN90 - MFD.mp3,140.62,0.8239,D major,0.8365,90.888,48000,267145,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas - Avalanche Ft. Demi Lovato.mp3,70.31,1.0,A minor,0.9323,197.64,48000,251084,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas - Bacon Ft. Ty Dolla $ign.mp3,144.23,1.0,G# major,0.9155,191.376,48000,250074,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas - Close Ft. Tove Lo (Lyrics).mp3,125.0,1.0,F# minor,0.9393,245.064,48000,223769,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas - Close Ft. Tove Lo.mp3,125.0,1.0,F# minor,0.9421,237.696,48000,256309,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas - Find You.mp3,125.0,1.0,F# minor,0.9094,218.232,48000,233914,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas - Jealous.mp3,93.75,1.0,B minor,0.8417,222.672,48000,261762,OK,
"C:\Users\suppo\Downloads\New Music\More Music\Nick Jonas, Robin Schulz - Right Now.mp3",104.17,1.0,F# minor,0.8071,209.328,48000,248906,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nickelback - Far Away.mp3,133.93,1.0,B major,0.8875,238.296,48000,255837,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nickelback - How You Remind Me.mp3,86.54,1.0,A# major,0.9309,227.76,48000,261235,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nickelback - Lullaby.mp3,137.2,1.0,B major,0.9165,225.384,48000,255324,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nickelback - S.e.x. Lyrics.mp3,133.93,1.0,C minor,0.8843,232.872,48000,242047,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nickelback-Savin Me With Lyrics.mp3,165.44,1.0,F minor,0.9036,224.04,48000,271419,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nicki Minaj - Bed Ft. Ariana Grande.mp3,119.68,1.0,D major,0.8554,215.496,48000,167540,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nicki Minaj - Super Bass.mp3,127.84,1.0,C# minor,0.7633,218.352,48000,250202,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nico Collins - Alone 🎤.mp3,170.45,1.0,D minor,0.9281,239.688,48000,219203,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nico Collins - Head In Her Heart.mp3,114.8,1.0,A# major,0.9152,207.0,48000,251080,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nicolas Cage Fighter - I Watched You Burn.mp3,87.89,1.0,B major,0.7711,233.52,48000,252825,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - After The Heartbreak -.mp3,104.17,1.0,G minor,0.9286,209.496,48000,243869,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - Angel With A Shotgun.mp3,144.23,1.0,F# major,0.8705,192.864,48000,249064,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - Apollo -.mp3,104.17,1.0,C# major,0.9683,149.136,48000,247067,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - Battlefield.mp3,100.45,0.9119,C minor,0.917,225.072,48000,240659,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - Falling Apart.mp3,125.0,1.0,C major,0.8938,178.68,48000,249447,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - For The Love Of A Daughter.mp3,96.98,1.0,F# major,0.9313,184.92,48000,234245,OK,
C:\Users\suppo\Downloads\New Music\More Music\Nightcore - Gasoline.mp3,133.93,1.0,C# minor,0.9253,176.064,48000,252318,OK,
