file_path,original_name,cleaned_name,status,source,notes
"C:\Users\suppo\Downloads\New Music\Top1000\Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3","Arijit Singh： Pachtaoge ｜ Vicky Kaushal, Nora Fatehi ｜Jaani, B Praak, Arvindr Khaira ｜ Bhushan Kumar.mp3","Arijit Singh: - Pachtaoge Vicky Kaushal, Nora Fatehi jaani, B Praak, Arvindr Khaira Bhushan Kum.mp3",READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Arise.mp3,Arise.mp3,Arise.mp3,NO_CHANGE_NEEDED,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000\AronChupa, Little Sis Nora - Im an Albatraoz ｜ OFFICIAL VIDEO.mp3","AronChupa, Little Sis Nora - Im an Albatraoz ｜ OFFICIAL VIDEO.mp3","Aronchupa, Little Sis Nora - Im an Albatraoz.mp3",PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AVANTASIA - The Witch (feat. Tommy Karevik) (Official Video) ｜ Napalm Records.mp3,AVANTASIA - The Witch (feat. Tommy Karevik) (Official Video) ｜ Napalm Records.mp3,Avantasia - The Witch (Feat. Tommy Karevik).mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\Avicii Levels Skrillex Remix.mp3,Avicii Levels Skrillex Remix.mp3,Avicii Levels - Skrillex Remix.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B. B. King - The Thrill Is Gone ｜ Stages.mp3,B. B. King - The Thrill Is Gone ｜ Stages.mp3,B.B. King - The Thrill Is Gone - B. B. King.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno ＂ Free B.G. ＂ @tntshotit.mp3,Baby 9eno.mp3,READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Bach, Air.mp3","Bach, Air.mp3","Bach, Air.mp3",NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,BAD BUNNY - ESTAMOS BIEN ｜ X100PRE.mp3,Bad Bunny - Estamos Bien X100pre.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\BAD TO THE BONE.mp3,BAD TO THE BONE.mp3,Bad To - The Bone.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BATTLELORE - Chambers Of Fire (Lyric Video) ｜ Napalm Records.mp3,BATTLELORE - Chambers Of Fire (Lyric Video) ｜ Napalm Records.mp3,Battlelore - Chambers of Fire.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BATTLELORE - Elvenking (Official Video) ｜ Napalm Records.mp3,BATTLELORE - Elvenking (Official Video) ｜ Napalm Records.mp3,Battlelore - Elvenking.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys-Paul Revere with lyrics.mp3,Beastie Boys-Paul Revere with lyrics.mp3,Beastie Boys-paul - Revere.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethovens 5th Symphony.mp3,Beethovens 5th Symphony.mp3,Beethovens 5th Symphony.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Believe.mp3,Believe.mp3,Believe.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Big Star Kenny Chesney with lyrics.mp3,Big Star Kenny Chesney with lyrics.mp3,Big Star - Kenny Chesney.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography - Who is Lbb Laura Bell Bundy.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Dog (Remaster).mp3,Black Dog (Remaster).mp3,Black Dog.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath - Children Of The Grave⧸Embryo.mp3,Black Sabbath - Children Of The Grave⧸Embryo.mp3,Black Sabbath - Children of the Grave - Embryo.mp3,PATH_NOT_FOUND,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BLOODBOUND - As Empires Fall (Official Video) ｜ Napalm Records.mp3,BLOODBOUND - As Empires Fall (Official Video) ｜ Napalm Records.mp3,Bloodbound - As Empires Fall.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BLOODBOUND - Defenders Of Jerusalem (Official Video) ｜ Napalm Records.mp3,BLOODBOUND - Defenders Of Jerusalem (Official Video) ｜ Napalm Records.mp3,Bloodbound - Defenders of Jerusalem.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisley-Mr Policeman with lyrics.mp3,Brad Paisley-Mr Policeman with lyrics.mp3,Brad Paisley - Policeman.mp3,ALREADY_DONE,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brad Paisleys Im Still A Guy.mp3,Brad Paisleys Im Still A Guy.mp3,Brad Paisleys - Im Still a Guy.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Brandi Carlile Hallelujah.mp3,Brandi Carlile Hallelujah.mp3,Brandi Carlile Hallelujah.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\BT- Race Wars.mp3,BT- Race Wars.mp3,Bt - Race Wars.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\BTS- MIC Drop.mp3,BTS- MIC Drop.mp3,Bts - Mic Drop.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love by 2Pac ft. Dr. Dre ｜ Interscope.mp3,California Love - By 2pac ft. Dr. Dre.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000\CANCUN - Jhanking ｜.mp3,CANCUN - Jhanking ｜.mp3,Cancun - Jhanking.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\CANIBUS MAN.mp3,CANIBUS MAN.mp3,Canibus Man.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Carine - Call 911 ｜ Official Music Video.mp3,Carine - Call 911 ｜ Official Music Video.mp3,Carine - Call 911.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Carine - Lolita ｜ Official Visualizer.mp3,Carine - Lolita ｜ Official Visualizer.mp3,Carine - Lolita.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000\Carine - On My Mind ｜ Official Music Video.mp3,Carine - On My Mind ｜ Official Music Video.mp3,Carine - On My Mind.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Carol of the Bells aka The Ukranian Carol.mp3,Carol of the Bells aka The Ukranian Carol.mp3,Carol Of - The Bells Aka the Ukranian Carol.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Caught In A Mosh.mp3,Caught In A Mosh.mp3,Caught In - A Mosh.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Celebrate ｜ African Style ｜ Peter Gabriels.mp3,Celebrate ｜ African Style ｜ Peter Gabriels.mp3,Celebrate - African Style Peter Gabriels.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Charles Brown Black Night.mp3,Charles Brown Black Night.mp3,Charles Brown - Black Night.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Chavo ＂Tatum Jersey＂ Official Video.mp3,Chavo ＂Tatum Jersey＂ Official Video.mp3,Chavo.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\CHILL OUT COLOGNE ＂Time＂ official Video 4K.mp3,CHILL OUT COLOGNE ＂Time＂ official Video 4K.mp3,Chill Out - Cologne.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Battle Of Life (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Battle Of Life (Official Lyric Video) ｜ Napalm Records.mp3,Civil War - Battle of Life.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Invaders (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Invaders (Official Lyric Video) ｜ Napalm Records.mp3,Civil War - Invaders.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\CIVIL WAR - Oblivion (Official Lyric Video) ｜ Napalm Records.mp3,CIVIL WAR - Oblivion (Official Lyric Video) ｜ Napalm Records.mp3,Civil War - Oblivion.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,CLAUDE DEBUSSY： CLAIR DE LUNE.mp3,Claude Debussy: - Clair De Lune.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Communication Breakdown (Remaster).mp3,Communication Breakdown (Remaster).mp3,Communication Breakdown.mp3,READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000\Cool Company - I Dont Wanna Be In Love, But I Dont Wanna Be Alone ｜ Official Music Video.mp3","Cool Company - I Dont Wanna Be In Love, But I Dont Wanna Be Alone ｜ Official Music Video.mp3","Cool Company - I Dont Wanna Be in Love, but I Dont Wanna Be Alone.mp3",PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Country Music Channel.mp3,Country Music Channel.mp3,Country Music Channel.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\D.R.S Gangsta Lean.mp3,D.R.S Gangsta Lean.mp3,D.r.s Gangsta Lean.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\David Allan Coe texas lullaby.mp3,David Allan Coe texas lullaby.mp3,David Allan - Coe Texas Lullaby.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Days of Summer.mp3,Days of Summer.mp3,Days of Summer.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dead Embryonic Cells.mp3,Dead Embryonic Cells.mp3,Dead Embryonic Cells.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dead Presidents II.mp3,Dead Presidents II.mp3,Dead Presidents II.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\DEAF KEV - Invincible ｜ Glitch Hop ｜ NCS - Copyright Free Music.mp3,DEAF KEV - Invincible ｜ Glitch Hop ｜ NCS - Copyright Free Music.mp3,Deaf Kev - Invincible Glitch Hop - Music.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Definition Of ｜ 559 ｜ 432Hz.mp3,Definition Of ｜ 559 ｜ 432Hz.mp3,Definition Of - 559.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Beneath (Official Video) ｜ Napalm Records.mp3,DELAIN - Beneath (Official Video) ｜ Napalm Records.mp3,Delain - Beneath.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Dance With The Devil (Official Video) ｜ Napalm Records.mp3,DELAIN - Dance With The Devil (Official Video) ｜ Napalm Records.mp3,Delain - Dance With the Devil.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Moth To A Flame (Official Video) ｜ Napalm Records.mp3,DELAIN - Moth To A Flame (Official Video) ｜ Napalm Records.mp3,Delain - Moth to a Flame.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - Queen Of Shadow (Official Video) ｜ Napalm Records.mp3,DELAIN - Queen Of Shadow (Official Video) ｜ Napalm Records.mp3,Delain - Queen of Shadow.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DELAIN - The Reaping (Official Video) ｜ Napalm Records.mp3,DELAIN - The Reaping (Official Video) ｜ Napalm Records.mp3,Delain - The Reaping.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).temp.mp3,Denim and Leather-Saxon (studio version).temp.mp3,Denim And - Leather-saxon .temp.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Dexys Midnight Runners ＂Because of You＂.mp3,Dexys Midnight Runners ＂Because of You＂.mp3,Dexys Midnight Runners.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Diary of a Madman.mp3,Diary of a Madman.mp3,Diary Of - A Madman.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\Different Heaven & EH!DE - My Heart ｜ Drumstep ｜ NCS - Copyright Free Music.mp3,Different Heaven & EH!DE - My Heart ｜ Drumstep ｜ NCS - Copyright Free Music.mp3,Different Heaven & Eh!de - My Heart Drumstep - Music.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,Dilbar - Satyameva Jayate John Abraham Nora Fatehi Tanishk B Neha Kakkar Ikka Dhvani T-serie.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Disco Tex And The Sex O Lettes Get Dancing.mp3,Disco Tex And The Sex O Lettes Get Dancing.mp3,Disco Tex - And the Sex O Lettes Get Dancing.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\DISCONNECTED.mp3,DISCONNECTED.mp3,Disconnected.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,Doc Holliday - Bad Company ⧸ Amazing Grace.mp3,Doc Holliday - Bad Company Amazing Grace.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Danger Danger (Official Video) ｜ Napalm Records.mp3,DOMINUM - Danger Danger (Official Video) ｜ Napalm Records.mp3,Dominum - Danger Danger.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Hey Living People (Official Video) ｜ Napalm Records.mp3,DOMINUM - Hey Living People (Official Video) ｜ Napalm Records.mp3,Dominum - Hey Living People.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Immortalis Dominum (Official Video) ｜ Napalm Records.mp3,DOMINUM - Immortalis Dominum (Official Video) ｜ Napalm Records.mp3,Dominum - Immortalis Dominum.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - One Of Us (Official Video) ｜ Napalm Records.mp3,DOMINUM - One Of Us (Official Video) ｜ Napalm Records.mp3,Dominum - One of Us.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Patient Zero (Official Video) ｜ Napalm Records.mp3,DOMINUM - Patient Zero (Official Video) ｜ Napalm Records.mp3,Dominum - Patient Zero.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - Rock You Like A Hurricane (Official Video) ｜ Napalm Records.mp3,DOMINUM - Rock You Like A Hurricane (Official Video) ｜ Napalm Records.mp3,Dominum - Rock You Like a Hurricane.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - We All Taste The Same (Official Video) ｜ Napalm Records.mp3,DOMINUM - We All Taste The Same (Official Video) ｜ Napalm Records.mp3,Dominum - We All Taste the Same.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DOMINUM - We Are Forlorn (Official Video) ｜ Napalm Records.mp3,DOMINUM - We Are Forlorn (Official Video) ｜ Napalm Records.mp3,Dominum - We Are Forlorn.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ No Use Running ~.mp3,Don Williams ~ No Use Running ~.mp3,Don Williams - ~ No Use Running.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~ Shes With Me ~.mp3,Don Williams ~ Shes With Me ~.mp3,Don Williams - ~ Shes With Me.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Don Williams ~~The First Fool In Line ~~.mp3,Don Williams ~~The First Fool In Line ~~.mp3,Don Williams - ~~the First Fool in Line.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Dont Go.mp3,Dont Go.mp3,Dont Go.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Doomsday.mp3,Doomsday.mp3,Doomsday.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Doug E Fresh & Slick Rick-The Show.mp3,Doug E Fresh & Slick Rick-The Show.mp3,Doug E - Fresh & Slick Rick-the Show.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DRAGONY - Legends Never Die (Official Video) ｜ Napalm Records.mp3,DRAGONY - Legends Never Die (Official Video) ｜ Napalm Records.mp3,Dragony - Legends Never Die.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\DRAGONY - The Dead Queen's Race feat. Maria Nesh (Lyric Video) ｜ Napalm Records.mp3,DRAGONY - The Dead Queen's Race feat. Maria Nesh (Lyric Video) ｜ Napalm Records.mp3,Dragony - The Dead Queen's Race Feat. Maria Nesh.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dream Theater - ＂Pull Me Under＂.mp3,Dream Theater - ＂Pull Me Under＂.mp3,Dream Theater.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Drop It Like Its Hot by Snoop Dogg ft. Pharrell ｜ Interscope.mp3,Drop It Like Its Hot by Snoop Dogg ft. Pharrell ｜ Interscope.mp3,Snoop Dogg ft. Pharrell - Drop It Like Its Hot.mp3,PATH_NOT_FOUND,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_Country\Dwight Yoakam - ＂Waterfall＂.mp3,Dwight Yoakam - ＂Waterfall＂.mp3,Dwight Yoakam.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\E-40 - Tell Me When To Go ｜ Warner Records.mp3,E-40 - Tell Me When To Go ｜ Warner Records.mp3,E-40 - Tell Me When to Go.mp3,PATH_NOT_FOUND,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Club\Earthrise.mp3,Earthrise.mp3,Earthrise.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-A Lot to Learn About Livin.mp3,Easton Corbin-A Lot to Learn About Livin.mp3,Easton Corbin-a - Lot to Learn About Livin.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-Dont ask me bout a woman.mp3,Easton Corbin-Dont ask me bout a woman.mp3,Easton Corbin-dont - Ask Me Bout a Woman.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-Leavin A Lonely Town.mp3,Easton Corbin-Leavin A Lonely Town.mp3,Easton Corbin-leavin - A Lonely Town.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-Someday when Im Old.mp3,Easton Corbin-Someday when Im Old.mp3,Easton Corbin-someday - When Im Old.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Easton Corbin-The Way Love Looks.mp3,Easton Corbin-The Way Love Looks.mp3,Easton Corbin-the - Way Love Looks.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ecstasy.mp3,Ecstasy.mp3,Ecstasy.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EDGE OF PARADISE - Death Note (Official Video) ｜ Napalm Records.mp3,EDGE OF PARADISE - Death Note (Official Video) ｜ Napalm Records.mp3,Edge of Paradise - Death Note.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Edine - 24-7.mp3,Edine - 24⧸7.mp3,Edine - 24-7.mp3,READY,operator_corrected,operator_edit; path_resolved
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3","Edvard Grieg, In the Hall of the Mountain King from ＂Peer Gynt＂.mp3","Edvard Grieg, - In the Hall of the Mountain King From.mp3",READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\Elektronomia - Energy ｜ Progressive House ｜ NCS - Copyright Free Music.mp3,Elektronomia - Energy ｜ Progressive House ｜ NCS - Copyright Free Music.mp3,Elektronomia - Energy Progressive House - Music.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Elmore James - ＂It hurts Me Too＂ ｜ Remastered.mp3,Elmore James - ＂It hurts Me Too＂ ｜ Remastered.mp3,Elmore James.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ELVELLON - A Vagabond's Heart (Official Video) ｜ Napalm Records.mp3,ELVELLON - A Vagabond's Heart (Official Video) ｜ Napalm Records.mp3,Elvellon - A Vagabond's Heart.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ELVELLON - The Aftermath Of Life (Official Video) ｜ Napalm Records.mp3,ELVELLON - The Aftermath Of Life (Official Video) ｜ Napalm Records.mp3,Elvellon - The Aftermath of Life.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\elvis presley blue suede shoes color.mp3,elvis presley blue suede shoes color.mp3,Elvis Presley - Blue Suede Shoes Color.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Elīna Garanča – Saint-Saëns： Mon coeur souvre à ta voix from Samson et Dalila.mp3,Elīna Garanča – Saint-Saëns： Mon coeur souvre à ta voix from Samson et Dalila.mp3,Elīna Garanča - Saint-saëns: Mon Coeur Souvre À Ta Voix From Samson Et Dalila.mp3,PATH_NOT_FOUND,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000\Emile Mosseri - ＂My Greedy Heart＂.mp3,Emile Mosseri - ＂My Greedy Heart＂.mp3,Emile Mosseri.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eminem ⧸ Nail in the coffin.mp3,Eminem ⧸ Nail in the coffin.mp3,Eminem - Nail in the Coffin.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Engelbert Am I That Easy To Forget-2009.mp3,Engelbert Am I That Easy To Forget-2009.mp3,Engelbert Am - I That Easy to Forget-2009.mp3,READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000\Esperando QTD Remix -Villafañe ft @elblxnco111 , @izzy_bz.mp3","Esperando QTD Remix -Villafañe ft @elblxnco111 , @izzy_bz.mp3",Esperando Qtd - Remix - villafañe ft..mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Esperándote - MTZ Manuel Turizo ｜ Video Oficial.mp3,Esperándote - MTZ Manuel Turizo ｜ Video Oficial.mp3,Esperándote - Mtz Manuel Turizo.mp3,PATH_NOT_FOUND,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Exciter.mp3,Exciter.mp3,Exciter.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Désenchantée (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Désenchantée (Official Video) ｜ Napalm Records.mp3,Exit Eden - Désenchantée.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Run! Feat. Marko Hietala (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Run! Feat. Marko Hietala (Official Video) ｜ Napalm Records.mp3,Exit Eden - Run! Feat. Marko Hietala.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EXIT EDEN - Separate Ways (Journey cover) (Official Video) ｜ Napalm Records.mp3,EXIT EDEN - Separate Ways (Journey cover) (Official Video) ｜ Napalm Records.mp3,Exit Eden - Separate Ways.mp3,PATH_NOT_FOUND,auto_cleaned,
