original_path,proposed_name,action_requested,action_taken,destination,reason
C:\Users\suppo\Downloads\New Music\Top1000_Club\Beautiful World - Single BlasterJaxx & DBSTF 2015.mp3,Beautiful World - Single Blasterjaxx & Dbstf 2015.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bebe Rexha - Heart Wants What It Wants.mp3,Bebe Rexha - Heart Wants What it Wants.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bebe Rexha - Im A Mess.mp3,Bebe Rexha - Im a Mess.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bebe Rexha - Meant to Be.mp3,Bebe Rexha - Meant to Be.mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000\Becky G, Bad Bunny - Mayores.mp3","Becky G, Bad Bunny - Mayores.mp3",skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Bee Gees - Jive Talkin.mp3,Bee Gees - Jive Talkin.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Bee Gees - Night Fever.mp3,Bee Gees - Night Fever.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Bee Gees - Stayin Alive.mp3,Bee Gees - Stayin Alive.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Bee Gees - Tragedy.mp3,Bee Gees - Tragedy.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Bee Gees - You Should Be Dancing.mp3,Bee Gees - You Should Be Dancing.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven - 6th Symphony - Pastoral.mp3,Beethoven - 6th Symphony - Pastoral.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven - Minuet in G.mp3,Beethoven - Minuet in G.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven - Moonlight Sonata.mp3,Beethoven - Moonlight Sonata.mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven Piano - Concerto No. 5 in E-flat Major, Op. 73 Adagio Un Poco Mosso.mp3",hold,dry_run_hold,"C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3",would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethovens 5th Symphony.mp3,Beethovens 5th Symphony.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Before it Breaks - Brandi Carlile.mp3,Before it Breaks - Brandi Carlile.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Behind Clouds - Brad paisley -.mp3,Behind Clouds - Brad Paisley -.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Believe.mp3,Believe.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bell Biv DeVoe - Poison.mp3,Bell Biv Devoe - Poison.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bella Shmurda & Tiwa Savage - NSV.mp3,Bella Shmurda & Tiwa Savage - Nsv.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Benji Blue Bills - Leaving LA.mp3,Benji Blue Bills - Leaving La.mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000\benny blanco, Halsey & Khalid – Eastside.mp3","Benny Blanco, Halsey & Khalid - Eastside.mp3",,skipped,,blank_action
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - Just Another Day In Paradise.mp3,Bertie Higgins - Just Another Day in Paradise.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Bertie Higgins - ＂Key Largo＂.mp3,Bertie Higgins -.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Bertie Higgins - ＂Key Largo＂.mp3,would_copy_to_held
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3","Best Motown - Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3",hold,dry_run_hold,"C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Best Motown Hits of All Time 🎶 Marvin Gaye, Smokey Robinson, James Brown ｜ Soul Legends Collection.mp3",would_copy_to_held
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3","Best Motown - Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3",hold,dry_run_hold,"C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.mp3",would_copy_to_held
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3","Best Motown - Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3",hold,dry_run_hold,"C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Best Motown Hits of All Time 🎶 Soul Legends： Marvin Gaye, Smokey Robinson & James Brown.temp.mp3",would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_Motown\Best of Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,Best Of - Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Best of Motown Legends ｜ Classic Soul Oldies 70s 80s 90s ｜ Greatest Hits Playlist You’ll Love!.mp3,would_copy_to_held
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Best Version - Of Jesu, Joy of Mans Desiring by Bach.mp3",hold,dry_run_hold,"C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3",would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000\Beyoncé - Halo.mp3,Beyoncé - Halo.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da - Packman- Honey Pack.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Bfb Da Packman- Honey Pack.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000\BIEHU - Better without me.mp3,Biehu - Better Without Me.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bien & Franglish - My Baby.mp3,Bien & Franglish - My Baby.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bien - I Want You.mp3,Bien - I Want You.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Big Bratt x Anti Da Menace - HA HA.mp3,Big Bratt X Anti Da Menace - Ha Ha.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Daddy Kane - I Get The Job Done Music Video.mp3,Big Daddy Kane - I Get the Job Done Music Video.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Daddy Kane - Set It Off - Big Daddy Kane.mp3,Big Daddy Kane - Set it Off - Big Daddy Kane.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Daddy Kane - Smooth Operator.mp3,Big Daddy Kane - Smooth Operator.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Daddy Kane - Warm It Up Kane.mp3,Big Daddy Kane - Warm it up Kane.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Big Feddy - F.I.T.S Prod. by Dee Money.mp3,Big Feddy - F.i.t.s Prod. by Dee Money.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - American Dream.mp3,Big L - American Dream.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Ebonics.mp3,Big L - Ebonics.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - MVP.mp3,Big L - Mvp.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On (Official Music Video).mp3,Big L - Put it On.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big L - Put It On (Official Music Video).mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Put It On.mp3,Big L - Put it On.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big L - Put It On.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big L - Street Struck.mp3,Big L - Street Struck.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - 100% ft. Tony Sunshine.mp3,Big Pun - 100% ft. Tony Sunshine.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Beware.mp3,Big Pun - Beware.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Im Not a Player.mp3,Big Pun - Im Not a Player.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Its So Hard ft. Donell Jones.mp3,Big Pun - Its so Hard ft. Donell Jones.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,Big Pun - Still Not a Player ft. Joe.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big Pun - Still Not a Player (Official Video) ft. Joe.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Still Not a Player ft. Joe.mp3,Big Pun - Still Not a Player ft. Joe.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big Pun - Still Not a Player ft. Joe.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,Big Pun - Twinz ft. Fat Joe.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big Pun - Twinz (Deep Cover 98) ft. Fat Joe.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Big Pun - Twinz ft. Fat Joe.mp3,Big Pun - Twinz ft. Fat Joe.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big Pun - Twinz ft. Fat Joe.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000\Big Sad 1900 - Problems.mp3,Big Sad 1900 - Problems.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Big Skeez - 90s Baby.mp3,Big Skeez - 90s Baby.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Big Star Kenny Chesney with lyrics.mp3,Big Star - Kenny Chesney With Lyrics.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Big Star Kenny Chesney with lyrics.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Big Walter Horton - Have A Good Time.mp3,Big Walter Horton - Have a Good Time.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.mp3,Biggie Smalls - Notorious Thugs.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.temp.mp3,Biggie Smalls - Notorious Thugs.temp.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\BigXthaPlug - Texas.mp3,Bigxthaplug - Texas.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Billie Eilish - bad guy.mp3,Billie Eilish - Bad Guy.mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000\Billie Eilish, Khalid - lovely.mp3","Billie Eilish, Khalid - Lovely.mp3",skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Billy Currington - I Got A Feelin.mp3,Billy Currington - I Got a Feelin.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Billy Currington - Love Done Gone.mp3,Billy Currington - Love Done Gone.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Billy Currington - Must Be Doin Somethin Right.mp3,Billy Currington - Must Be Doin Somethin Right.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Billy Currington - People Are Crazy.mp3,Billy Currington - People Are Crazy.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Billy Currington - Pretty Good At Drinkin Beer.mp3,Billy Currington - Pretty Good at Drinkin Beer.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Billy Currington - Walk A Little Straighter.mp3,Billy Currington - Walk a Little Straighter.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Billy Ocean - Love Really Hurts Without You.mp3,Billy Ocean - Love Really Hurts Without You.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,Biography ｜ - Who is Lbb ｜ Laura Bell Bundy.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Biography ｜ Who is LBB ｜ Laura Bell Bundy.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000\Birdy - Raincatchers.mp3,Birdy - Raincatchers.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biz Markie - Just A Friend.mp3,Biz Markie - Just a Friend.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Dog (Remaster).mp3,Black Dog (Remaster).mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000\Black Eyed Peas, Daddy Yankee - BAILAR CONTIGO.mp3","Black Eyed Peas, Daddy Yankee - Bailar Contigo.mp3",skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000\Black Eyed Peas, J Balvin - RITMO.mp3","Black Eyed Peas, J Balvin - Ritmo.mp3",skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Moon - I Got Cha Opin.mp3,Black Moon - I Got Cha Opin.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Moon - Who Got Da Props.mp3,Black Moon - Who Got Da Props.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath - Children Of The Grave⧸Embryo.mp3,Black Sabbath - Children of the Grave⧸embryo.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\BLACK SABBATH - Into the void.mp3,Black Sabbath - Into the Void.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath - Iron Man.mp3,Black Sabbath - Iron Man.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf.mp3,Black Sabbath - Sweet Leaf.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf.temp.mp3,Black Sabbath - Sweet Leaf.temp.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath - Symptom of the Universe (lyrics).mp3,Black Sabbath - Symptom of the Universe.mp3,,skipped,,blank_action
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Black Sabbath ~ War Pigs.mp3,Black Sabbath - ~ War Pigs.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\Black Sabbath ~ War Pigs.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Sheep - Flavor Of The Month.mp3,Black Sheep - Flavor of the Month.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Sheep - The Choice Is Yours.mp3,Black Sheep - The Choice is Yours.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Star - Definition.mp3,Black Star - Definition.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Star - Respiration ft. Common.mp3,Black Star - Respiration ft. Common.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Black Stone Cherry - Can't You See (Audio).mp3,Black Stone Cherry - Can't You See.mp3,,skipped,,blank_action
C:\Users\suppo\Downloads\New Music\Top1000\blackbear - me & ur ghost.mp3,Blackbear - Me & Ur Ghost.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Blackfoot - Diary of a Working Man.mp3,Blackfoot - Diary of a Working Man.mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Blackfoot - Train, Train.mp3","Blackfoot - Train, Train.mp3",skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\BLACKPINK - BOOMBAYAH.mp3,Blackpink - Boombayah.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\BLACKPINK - DDU-DU DDU-DU.mp3,Blackpink - Ddu-du Ddu-du.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\BLACKPINK - Kill This Love.mp3,Blackpink - Kill This Love.mp3,skip,skipped,,action=skip
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Blackstreet - No Diggity ft. Dr. Dre, Queen Pen.mp3","Blackstreet - No Diggity ft. Dr. Dre, Queen Pen.mp3",skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Blahzay Blahzay - Danger.mp3,Blahzay Blahzay - Danger.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blaine Larsen - How Do You Get That Lonely.mp3,Blaine Larsen - How Do You Get That Lonely.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Addicted.mp3,Blake Shelton - Addicted.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Austin.mp3,Blake Shelton - Austin.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Chill.mp3,Blake Shelton - Chill.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Get some.mp3,Blake Shelton - Get Some.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - God Gave Me You.mp3,Blake Shelton - God Gave Me You.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Goodbye Time.mp3,Blake Shelton - Goodbye Time.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Honey Bee.mp3,Blake Shelton - Honey Bee.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Lay Low.mp3,Blake Shelton - Lay Low.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - My Eyes.mp3,Blake Shelton - My Eyes.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Neon Light.mp3,Blake Shelton - Neon Light.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Nobody But Me.mp3,Blake Shelton - Nobody but Me.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Over.mp3,Blake Shelton - Over.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Ready to roll.mp3,Blake Shelton - Ready to Roll.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Some Beach.mp3,Blake Shelton - Some Beach.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Sunny in Seattle.mp3,Blake Shelton - Sunny in Seattle.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Sure Be Cool If You Did.mp3,Blake Shelton - Sure Be Cool If You Did.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - The Baby.mp3,Blake Shelton - The Baby.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - The Dreamer.mp3,Blake Shelton - The Dreamer.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - The Gambler.mp3,Blake Shelton - The Gambler.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - The More I Drink.mp3,Blake Shelton - The More I Drink.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton - Who Are You When Im Not Looking.mp3,Blake Shelton - Who Are You When Im Not Looking.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Country\Blake Shelton and Miranda Lambert - Youre The Reason God Made Oklahoma.mp3,Blake Shelton and Miranda Lambert - Youre the Reason God Made Oklahoma.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Club\Blink-182 - Bored To Death.mp3,Blink-182 - Bored to Death.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Blondie - Heart Of Glass.mp3,Blondie - Heart of Glass.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BLOODBOUND - As Empires Fall (Official Video) ｜ Napalm Records.mp3,Bloodbound - As Empires Fall ｜ Napalm Records.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\BLOODBOUND - As Empires Fall (Official Video) ｜ Napalm Records.mp3,would_copy_to_held
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\BLOODBOUND - Defenders Of Jerusalem (Official Video) ｜ Napalm Records.mp3,Bloodbound - Defenders of Jerusalem ｜ Napalm Records.mp3,hold,dry_run_hold,C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\batch_staging\HELD_PROBLEMS\BLOODBOUND - Defenders Of Jerusalem (Official Video) ｜ Napalm Records.mp3,would_copy_to_held
"C:\Users\suppo\Downloads\New Music\Top1000_Blues\Bloomfield, Kooper, Stills - Super Session - 01 - Alberts Shuffle.mp3","Bloomfield, Kooper, Stills - Super Session - 01 - Alberts Shuffle.mp3",skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\BLOWSOM - HOPE YOULL FIND OUT.mp3,Blowsom - Hope Youll Find Out.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Blue Guitar - Earl Hooker.mp3,Blue Guitar - Earl Hooker.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Bob Dylan - House of the Risin' Sun.mp3,Bob Dylan - House of the Risin' Sun.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Bob Dylan - Like a Rolling Stone (Official Audio).mp3,Bob Dylan - Like a Rolling Stone.mp3,,skipped,,blank_action
C:\Users\suppo\Downloads\New Music\Top1000_Club\Bob Sinclar - Someone Who Needs Me.mp3,Bob Sinclar - Someone Who Needs Me.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bobby Sessions - idGaf.mp3,Bobby Sessions - Idgaf.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_Club\Bodyshock ft. MC Syco - Riot & Rise.mp3,Bodyshock ft. MC Syco - Riot & Rise.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bon Jovi - Its My Life.mp3,Bon Jovi - Its My Life.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000\Bon Jovi - Livin On A Prayer.mp3,Bon Jovi - Livin on a Prayer.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs and Harmony - Change the World.mp3,Bone Thugs and Harmony - Change the World.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - 1st of tha Month.mp3,Bone Thugs N Harmony - 1st of Tha Month.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - Crossroads.mp3,Bone Thugs N Harmony - Crossroads.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - Foe Tha Love of Money.mp3,Bone Thugs N Harmony - Foe Tha Love of Money.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs n Harmony - Thuggish Ruggish Bone.mp3,Bone Thugs N Harmony - Thuggish Ruggish Bone.mp3,skip,skipped,,action=skip
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-n-Harmony - 1st of tha Month.mp3,Bone Thugs-n-harmony - 1st of Tha Month.mp3,skip,skipped,,action=skip
