canonical_artist,canonical_title,source,confidence,seed_result
DJ Martin Jensen,Martin Jensen - Solo Dance (4K),clean_high_confidence,0.72,seeded
Mike Perry,Mike Perry - Inside the Lines ft. Casso,clean_high_confidence,0.76,seeded
Julien Riess,Mind Mirage,clean_high_confidence,0.8,seeded
"Whynot, Rude Vibes Threesome",N4sty (feat. Rude Vibes Threesome),clean_high_confidence,0.8,seeded
Brisa (ES),Nebula,clean_high_confidence,0.8,seeded
RanchaTek,Phat Planet,clean_high_confidence,0.8,seeded
Whynot,Redneck Music,clean_high_confidence,0.8,seeded
"Clap Codex, Sabura",Rogue Planet,clean_high_confidence,0.8,seeded
Romero,Romero - SIE LIEBT TECHNO (TikTok Exclusive),clean_high_confidence,0.76,seeded
Hensonn,Sahara,clean_high_confidence,0.8,seeded
Skrillex,Skrillex - Summit (feat. Ellie Goulding) [Video by Pilerats],clean_high_confidence,0.76,seeded
Stan Christ,Stan Christ & ORYMA - Mental Misery [DA0026],clean_high_confidence,0.72,seeded
STARLEY,Starley - Call On Me (Ryan Riback Remix),clean_high_confidence,0.76,seeded
MusicNRemixs,Stereo love (Radio Edit),clean_high_confidence,0.64,seeded
The Chainsmokers,The Chainsmokers - Closer (Lyric) ft. Halsey,clean_high_confidence,0.76,seeded
The Chainsmokers,The Chainsmokers - Don't Let Me Down (Hardwell & Sephyx Remix [Audio]) ft. Daya,clean_high_confidence,0.76,seeded
The Chainsmokers,The Chainsmokers - Let You Go Ft. Great Good Fine Ok,clean_high_confidence,0.76,seeded
The Weeknd,The Weeknd - Can't Feel My Face (Martin Garrix Remix),clean_high_confidence,0.76,seeded
Tiësto,Tiësto - Red Lights,clean_high_confidence,0.76,seeded
Tobu,Tobu - Candyland,clean_high_confidence,0.76,seeded
Tobu,Tobu - Hope (Original Mix),clean_high_confidence,0.76,seeded
Cash Cash,Tritonal x Cash Cash - Untouchable,clean_high_confidence,0.72,seeded
W&W,W&W - How Many (Extended Mix),clean_high_confidence,0.76,seeded
Whynot,Why Not,clean_high_confidence,0.8,seeded
yvonnedenice,Alan Jackson Anywhere On Earth You Are,clean_high_confidence,0.64,seeded
royb5000,Alan Jackson Knew All Along,clean_high_confidence,0.64,seeded
Ashley Monroe,Ashley Monroe - Weed Instead Of Roses,clean_high_confidence,0.76,seeded
Dwight Yoakam,Believe,clean_high_confidence,0.8,seeded
kirkfan2255,Big Star Kenny Chesney with lyrics,clean_high_confidence,0.64,seeded
Laura Bell Bundy,Biography | Who is LBB | Laura Bell Bundy,clean_high_confidence,0.64,seeded
BlaineLarsenVEVO,Blaine Larsen - How Do You Get That Lonely,clean_high_confidence,0.691,seeded
BRADPAISLEY,Brad Paisley - Country Nation,clean_high_confidence,0.743,seeded
BRADPAISLEY,Brad Paisley - Hard Life (Pseudo Video),clean_high_confidence,0.743,seeded
BRADPAISLEY,Brad Paisley - Old Alabama ft. Alabama,clean_high_confidence,0.743,seeded
greygriffin1,Brad Paisley's I'm Still A Guy,clean_high_confidence,0.64,seeded
Brandi Carlile,Brandi Carlile - The Story,clean_high_confidence,0.76,seeded
Brandi Carlile,Brandi Carlile - Turpentine,clean_high_confidence,0.76,seeded
mborray07,Brandi Carlile Hallelujah,clean_high_confidence,0.64,seeded
Cam,Cam - Half Broke Heart (Audio),clean_high_confidence,0.76,seeded
Darryl Worley,Darryl Worley - A Good Day To Run,clean_high_confidence,0.76,seeded
Darryl Worley,Darryl Worley - Awful Beautiful Life (Final),clean_high_confidence,0.76,seeded
Darryl Worley,Darryl Worley - Have You Forgotten?,clean_high_confidence,0.76,seeded
Darryl Worley,Darryl Worley - I Miss My Friend,clean_high_confidence,0.76,seeded
David Nail,David Nail - Red Light,clean_high_confidence,0.76,seeded
David Nail,David Nail - Whatever She's Got,clean_high_confidence,0.76,seeded
SoulStylistJukeBox,"Dexys Midnight Runners ""Because of You""",clean_high_confidence,0.64,seeded
Marianne Menon,Don Williams ~ No Use Running ~,clean_high_confidence,0.64,seeded
Marianne Menon,Don Williams ~ She's With Me ~,clean_high_confidence,0.64,seeded
Marianne Menon,Don Williams ~~The First Fool In Line ~~,clean_high_confidence,0.64,seeded
Easton Corbin,Easton Corbin - A Little More Country Than That (Acoustic Version),clean_high_confidence,0.76,seeded
Easton Corbin,Easton Corbin - All Over The Road,clean_high_confidence,0.76,seeded
Easton Corbin,Easton Corbin - Are You With Me,clean_high_confidence,0.76,seeded
Easton Corbin,Easton Corbin - Lovin' You Is Fun,clean_high_confidence,0.76,seeded
EastonCorbinFan,Easton Corbin-The Way Love Looks,clean_high_confidence,0.703,seeded
Elvis Costello,Elvis Costello & The Attractions - Good Year For The Roses,clean_high_confidence,0.72,seeded
Florida Georgia Line,Florida Georgia Line - H.O.L.Y.,clean_high_confidence,0.76,seeded
George Strait,George Strait - Living For The Night,clean_high_confidence,0.76,seeded
J Vod,George Strait That's My Kind Of Woman,clean_high_confidence,0.64,seeded
tagmedown,Guilty in here,clean_high_confidence,0.64,seeded
Cameron Lipich,Highway 20 ride lyrics,clean_high_confidence,0.64,seeded
Morgan,I Can Still Make Cheyenne (George Strait) with Lyrics,clean_high_confidence,0.64,seeded
SuperPeachGurl109,I Loved Her First Lyrics,clean_high_confidence,0.64,seeded
Jason Aldean,Jason Aldean - Amarillo Sky,clean_high_confidence,0.76,seeded
Jason Aldean,Jason Aldean - Night Train,clean_high_confidence,0.76,seeded
Jo Hikk,Jo Hikk - The Big Spoon,clean_high_confidence,0.76,seeded
Amit Tyagi,Jolene Zac brown band,clean_high_confidence,0.64,seeded
Josh Kelley,Josh Kelley - Georgia Clay,clean_high_confidence,0.76,seeded
JoshOTismyman,"Josh Turner, Silver Wings",clean_high_confidence,0.64,seeded
Justin Moore,Justin Moore - If Heaven Wasn't So Far Away,clean_high_confidence,0.76,seeded
Justin Moore,Justin Moore - Kinda Don't Care (Instant Grat Video),clean_high_confidence,0.76,seeded
Justin Moore,Justin Moore - Point At You,clean_high_confidence,0.76,seeded
Justin Moore,Justin Moore - Til My Last Day,clean_high_confidence,0.76,seeded
Brandon House,Keith Whitley   I Get The Picture,clean_high_confidence,0.64,seeded
Kenny Chesney,Kenny Chesney - Old Blue Chair,clean_high_confidence,0.76,seeded
Kenny Chesney,Kenny Chesney - When I See This Bar,clean_high_confidence,0.76,seeded
chasityk117,Kenny Chesney The Life,clean_high_confidence,0.64,seeded
sambelting,kenny chesney way down here,clean_high_confidence,0.64,seeded
Poisonchickkris,Kenny Chesney ~ A Lot Of Things Different ( Lyrics On Screen),clean_high_confidence,0.64,seeded
Laura Bell Bundy,Laura Bell Bundy - Drop On By,clean_high_confidence,0.76,seeded
Laura Bell Bundy,Laura Bell Bundy - Kentucky Dirty,clean_high_confidence,0.76,seeded
Lee Ann Womack,Lee Ann Womack - I May Hate Myself In The Morning,clean_high_confidence,0.76,seeded
Lee Ann Womack,Lee Ann Womack - Send It On Down,clean_high_confidence,0.76,seeded
Lee Ann Womack,Lee Ann Womack - Solitary Thinkin',clean_high_confidence,0.76,seeded
Brendan G,Love Her Like She's Leaving by Brad Paisley,clean_high_confidence,0.64,seeded
Maddie & Tae,Maddie & Tae - Downside Of Growing Up (Acoustic),clean_high_confidence,0.76,seeded
Mark Wills Music,Mark Wills - 19 Somethin' (Version 1),clean_high_confidence,0.72,seeded
Mark Wills Music,Mark Wills - Back At One,clean_high_confidence,0.72,seeded
Mark Wills Music,Mark Wills - Places I've Never Been,clean_high_confidence,0.72,seeded
Mark Wills Music,Mark Wills - She's In Love,clean_high_confidence,0.72,seeded
countrymusiccowgirl,Me And Your Cigarettes,clean_high_confidence,0.64,seeded
Miranda Lambert,Miranda Lambert - Dead Flowers,clean_high_confidence,0.76,seeded
ranfan,Miranda Lambert-Something That I Like About A Honky Tonk,clean_high_confidence,0.64,seeded
tammylynz,Neon Blue ~ The Mavericks,clean_high_confidence,0.64,seeded
Post Monroe,"Post Monroe: ""Dixie Dust""",clean_high_confidence,0.64,seeded
RaeLynn,RaeLynn - God Made Girls,clean_high_confidence,0.76,seeded
Rascal Flatts,Rascal Flatts - What Hurts The Most,clean_high_confidence,0.76,seeded
Maddie & Tae,Shut Up And Fish,clean_high_confidence,0.8,seeded
uronthehill,Somewhere Between~Keith Whitley,clean_high_confidence,0.64,seeded
Sunny Sweeney,Sunny Sweeney - From A Table Away,clean_high_confidence,0.76,seeded
Terri Clark,Terri Clark - Girls Lie Too,clean_high_confidence,0.76,seeded
The Mavericks,The Mavericks - Back In Your Arms Again,clean_high_confidence,0.76,seeded
The Mavericks,The Mavericks - Born To Be Blue,clean_high_confidence,0.76,seeded
The Mavericks,The Mavericks - Things I Cannot Change,clean_high_confidence,0.76,seeded
xoItalianGirl92xo,The World~Brad Paisley ( with lyrics ),clean_high_confidence,0.64,seeded
Tim McGraw,"Tim McGraw - Highway Don't Care ft. Taylor Swift, Keith Urban",clean_high_confidence,0.76,seeded
Tim McGraw,Tim McGraw - One Of Those Nights,clean_high_confidence,0.76,seeded
Tim McGraw,Tim McGraw - Top Of The World (Live),clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - A Little Less Talk And A Lot More Action,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - A Little Too Late,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - As Good As I Once Was,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - Does That Blue Moon Ever Shine On You,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - God Love Her,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - He Ain't Worth Missing,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - High Maintenance Woman,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - How Do You Like Me Now?!,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - I Love This Bar,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - I Wanna Talk About Me,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - Love Me If You Can,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - My List,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - Red Solo Cup (Live),clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - Trailerhood,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - Whiskey Girl,clean_high_confidence,0.76,seeded
Toby Keith,Toby Keith - Who's Your Daddy?,clean_high_confidence,0.76,seeded
Daniel Putman,Toby Keith Old toy trains,clean_high_confidence,0.64,seeded
msknowitall8,Toby Keith You Ain't Much Fun,clean_high_confidence,0.64,seeded
hellno357,Zac Brown Band Cold Hearted lyrics,clean_high_confidence,0.64,seeded
Blackhatdreams,Zac Brown Band ~ Free Extended Version,clean_high_confidence,0.64,seeded
browneyesca,"""If I know me"" by George Strait",clean_high_confidence,0.64,seeded
jigga1981,Aint No Stopping Us Now Mcfadden and Whitehead,clean_high_confidence,0.64,seeded
dariostellamusic1,Disco Tex And The Sex O Lettes   Get Dancing,clean_high_confidence,0.64,seeded
KoolandthegangShow,Kool & The Gang - Celebration,clean_high_confidence,0.644,seeded
KoolandthegangShow,Kool & The Gang - Get Down On It,clean_high_confidence,0.644,seeded
Erwann Athème,MacArthur Park Donna Summer,clean_high_confidence,0.64,seeded
carferico,Tavares heaven must be missing an angel,clean_high_confidence,0.64,seeded
BrothersJohnsonVEVO,The Brothers Johnson - Stomp!,clean_high_confidence,0.668,seeded
Accept,Accept - Balls To The Wall,clean_high_confidence,0.76,seeded
Aerosmith,Aerosmith - Sweet Emotion (Live),clean_high_confidence,0.76,seeded
themetalman34,Among The Living-Anthrax,clean_high_confidence,0.64,seeded
Anthrax,Anthrax - Indians,clean_high_confidence,0.76,seeded
Sepultura,Arise,clean_high_confidence,0.8,seeded
Gabrielle Marie,Black Sabbath ~ War Pigs,clean_high_confidence,0.64,seeded
Anthrax,Caught In A Mosh,clean_high_confidence,0.8,seeded
Sepultura,Dead Embryonic Cells,clean_high_confidence,0.8,seeded
Ozzy Osbourne,Diary of a Madman,clean_high_confidence,0.8,seeded
Dio: The King of Rock 'n' Roll,Dio - Holy Diver,clean_high_confidence,0.72,seeded
Judas Priest,Exciter,clean_high_confidence,0.8,seeded
Ozzy Osbourne,Flying High Again,clean_high_confidence,0.8,seeded
Guns N' Roses,Guns N' Roses - November Rain,clean_high_confidence,0.76,seeded
Guns N' Roses,Guns N' Roses - Welcome To The Jungle,clean_high_confidence,0.76,seeded
Jose Perez,Iced Earth-A Question of Heaven,clean_high_confidence,0.64,seeded
Judas Priest,Judas Priest - Painkiller,clean_high_confidence,0.76,seeded
KISS,Kiss - Rock And Roll All Nite (From Kiss eXposed),clean_high_confidence,0.76,seeded
ercarda95,Kiss Black Diamond,clean_high_confidence,0.64,seeded
Stav Karas,Kiss Deuce lyrics,clean_high_confidence,0.64,seeded
Stav Karas,Kiss Deuce lyrics,clean_high_confidence,0.64,seeded
Marilyn Manson,Marilyn Manson - The Beautiful People,clean_high_confidence,0.76,seeded
WhoTendsTheFire,"Mercyful Fate ""Come to the Sabbath""",clean_high_confidence,0.64,seeded
Manowar,Metal Daze,clean_high_confidence,0.8,seeded
motleycrue0910,Motley Crue - Shout At The Devil (Demo),clean_high_confidence,0.68,seeded
Ozzy Osbourne,Over the Mountain,clean_high_confidence,0.8,seeded
Queensrÿche,Queensryche - Revolution Calling,clean_high_confidence,0.724,seeded
Queensrÿche Ultimate,Queensrÿche - Queen Of The Reich lyrics,clean_high_confidence,0.72,seeded
QuietRiotVEVO,Quiet Riot - Bang Your Head (Metal Health),clean_high_confidence,0.673,seeded
Mika Michel,RAINBOW   Kill The King HQ   Original Studio version,clean_high_confidence,0.64,seeded
Rush,Rush - Tom Sawyer,clean_high_confidence,0.76,seeded
RushX11XhsuR,Rush - Working Man,clean_high_confidence,0.72,seeded
Savatage,Hall Of The Mountain King,clean_high_confidence,0.64,seeded
Scorpions,Scorpions - Sails Of Charon - Musikladen TV (16.01.1978),clean_high_confidence,0.76,seeded
Slayer,Hell Awaits,clean_high_confidence,0.64,seeded
Slayer,Slayer - Seasons In The Abyss,clean_high_confidence,0.76,seeded
IamaVampiressQueen,Slayer ~ Angel of Death (Lyrics),clean_high_confidence,0.64,seeded
suicidaltendencies,Suicidal Tendencies - You Can't Bring Me Down,clean_high_confidence,0.749,seeded
UFO,Doctor Doctor,clean_high_confidence,0.64,seeded
VanHalen765,Van Halen - Van Halen - Atomic Punk,clean_high_confidence,0.68,seeded
Alice Cooper,Welcome to My Nightmare,clean_high_confidence,0.8,seeded
Ozzy Osbourne,You Can't Kill Rock and Roll,clean_high_confidence,0.8,seeded
2Pac,2Pac - Brenda's Got A Baby,clean_high_confidence,0.76,seeded
2Pac,2Pac - Changes ft. Talent,clean_high_confidence,0.76,seeded
2Pac,2Pac - Dear Mama,clean_high_confidence,0.76,seeded
2Pac,2Pac - I Get Around,clean_high_confidence,0.76,seeded
50 Cent,50 Cent - Many Men (Wish Death) (Dirty Version),clean_high_confidence,0.76,seeded
50 Cent,"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit",clean_high_confidence,0.76,seeded
Mathias Christiansen,60 seconds assassin Lyric on screen,clean_high_confidence,0.64,seeded
musicvideospart12,8ball & MJG Just Like Candy,clean_high_confidence,0.64,seeded
A Tribe Called Quest,A Tribe Called Quest - Bonita AppleBum,clean_high_confidence,0.76,seeded
Twista,Adrenaline Rush,clean_high_confidence,0.8,seeded
"2Pac, Big Syke",All Eyez On Me,clean_high_confidence,0.8,seeded
2Pac,Ambitionz Az A Ridah,clean_high_confidence,0.8,seeded
ArrestedDevelopmVEVO,Arrested Development - Tennessee,clean_high_confidence,0.7,seeded
Arrested Development,Arrested Development ‎– Ease My Mind - Zingalamaduni,clean_high_confidence,0.76,seeded
Arrested Development,"Arrested Development ‎– People Everyday - 3 Years, 5 Months And 2 Days In The Life Of",clean_high_confidence,0.76,seeded
BeastieBoys,Beastie Boys - Make Some Noise,clean_high_confidence,0.743,seeded
BeastieBoys,Beastie Boys - So What Cha Want,clean_high_confidence,0.743,seeded
BeastieBoys,Beastie Boys - Sure Shot,clean_high_confidence,0.743,seeded
Bell Biv Devoe,Bell Biv DeVoe - Poison (Remix),clean_high_confidence,0.76,seeded
BigDaddyKaneVEVO,Big Daddy Kane - Smooth Operator,clean_high_confidence,0.68,seeded
Big Pun,Big Pun - 100% (featuring Tony Sunshine) ft. Tony Sunshine,clean_high_confidence,0.76,seeded
Big Pun,Big Pun - Twinz (Deep Cover 98) ft. Fat Joe,clean_high_confidence,0.76,seeded
BlackSheepVEVO,Black Sheep - Flavor Of The Month,clean_high_confidence,0.68,seeded
Bone Thugs-N-Harmony,Bone Thugs and Harmony - Change the World,clean_high_confidence,0.72,seeded
Bone Thugs-N-Harmony,Bone Thugs N Harmony - 1st of tha Month,clean_high_confidence,0.739,seeded
Bone Thugs-N-Harmony,Bone Thugs N Harmony - Foe Tha Love of Money,clean_high_confidence,0.739,seeded
Bone Thugs-N-Harmony,Bone Thugs-n-Harmony - 1st of tha Month,clean_high_confidence,0.76,seeded
OnlyRapMusic,Bone Thugs-N-Harmony ft 2pac thug luv lyrics,clean_high_confidence,0.64,seeded
Cam'ron,Cam'Ron - Oh Boy (Clean Version) ft. Juelz Santana,clean_high_confidence,0.76,seeded
CanibusVEVO,Canibus - Second Round K.O.,clean_high_confidence,0.72,seeded
Sameer Mustafah Raza,CANIBUS MAN (BY CANIBUS),clean_high_confidence,0.64,seeded
Common,Common - The Light,clean_high_confidence,0.76,seeded
DreaminEyezEnt,D.R.S Gangsta Lean,clean_high_confidence,0.64,seeded
D12,D12 - Fight Music (BET Version),clean_high_confidence,0.76,seeded
DABRATTV,Da Brat - Sittin' On Top of the World,clean_high_confidence,0.68,seeded
DABRATTV,Da Brat - That's What I'm Looking For,clean_high_confidence,0.68,seeded
Jay-Z,Dead Presidents II,clean_high_confidence,0.8,seeded
DEAD PREZ,dead prez - Hip Hop (Digital Video),clean_high_confidence,0.76,seeded
DEAD PREZ,dead prez - Mind Sex,clean_high_confidence,0.76,seeded
DMX,"DMX - Party Up (Up In Here) (Enhanced Video, Edited)",clean_high_confidence,0.76,seeded
DMX,DMX - Ruff Ryders' Anthem,clean_high_confidence,0.76,seeded
DMX,DMX - Slippin',clean_high_confidence,0.76,seeded
DMX,DMX - What's My Name?,clean_high_confidence,0.76,seeded
DMX,DMX - X Gon' Give It To Ya,clean_high_confidence,0.76,seeded
"MF DOOM, Pebbles The Invisible Girl",Doomsday,clean_high_confidence,0.8,seeded
Dr. Dre,"Dr. Dre - I Need A Doctor (Explicit) ft. Eminem, Skylar Grey",clean_high_confidence,0.76,seeded
Bone Thugs-n-Harmony,Ecstasy,clean_high_confidence,0.8,seeded
EminemMusic,Eminem - Stan (Long Version) ft. Dido,clean_high_confidence,0.72,seeded
EminemMusic,Eminem - The Way I Am (Clean Version),clean_high_confidence,0.72,seeded
Sunny Buchnick,Eminem / Nail in the coffin,clean_high_confidence,0.64,seeded
Eric B. & Rakim,Eric B. & Rakim - Don't Sweat The Technique,clean_high_confidence,0.76,seeded
Eric B. & Rakim,Eric B. & Rakim - I Ain't No Joke (Cut #1),clean_high_confidence,0.76,seeded
Eric B. & Rakim,Eric B. & Rakim - Juice (Know The Ledge),clean_high_confidence,0.76,seeded
Eric B. & Rakim,Eric B. & Rakim - Let The Rhythm Hit 'Em,clean_high_confidence,0.76,seeded
Eric B. & Rakim,Eric B. & Rakim - Microphone Fiend,clean_high_confidence,0.76,seeded
Eric B. & Rakim,Eric B. & Rakim - Paid In Full,clean_high_confidence,0.76,seeded
The Real Eve,Eve - Love Is Blind (Live - Clean Version),clean_high_confidence,0.72,seeded
Foxy Brown,Foxy Brown - I'll Be ft. JAŸ-Z,clean_high_confidence,0.76,seeded
Jmusic110,Funky 4+1 Thats The Joint (Vinyl High Quality),clean_high_confidence,0.64,seeded
GUnitVEVO,G-Unit - Poppin' Them Thangs (Explicit Version),clean_high_confidence,0.72,seeded
GUnitVEVO,G-Unit - Stunt 101,clean_high_confidence,0.72,seeded
Gang Starr,Gang Starr - Code Of The Street,clean_high_confidence,0.76,seeded
Gang Starr,Gang Starr - DWYCK ft. Nice & Smooth,clean_high_confidence,0.76,seeded
Gang Starr,Gang Starr - Full Clip,clean_high_confidence,0.76,seeded
Gang Starr,Gang Starr - Mass Appeal,clean_high_confidence,0.76,seeded
Gang Starr,Gang Starr - Take It Personal,clean_high_confidence,0.76,seeded
N.W.A.,Gangsta Gangsta,clean_high_confidence,0.8,seeded
Mo Thugs,Ghetto Cowboy,clean_high_confidence,0.8,seeded
JoeHonea,Ghostface Killah: winter warz ( with lyrics),clean_high_confidence,0.64,seeded
Maru,"Grandmaster Melle Mel ""Beat Street Breakdown""",clean_high_confidence,0.64,seeded
GregStreetVEVO,Greg Street - Good Day (Original Performance Version) ft. Nappy Roots,clean_high_confidence,0.68,seeded
rapcentral132,Heart Of The City (Ain't No Love),clean_high_confidence,0.64,seeded
HeatherBVEVO,Heather B - Do You,clean_high_confidence,0.665,seeded
LL COOL J,I Can't Live Without My Radio,clean_high_confidence,0.8,seeded
Decay1994,Ice T Colors,clean_high_confidence,0.64,seeded
Luther Maddy - Helping Humans Learn,Introduction to Business Chapter 1,clean_high_confidence,0.64,seeded
IsisVEVO,Isis - Rebel Soul,clean_high_confidence,0.72,seeded
Twista,It Feels so Good,clean_high_confidence,0.8,seeded
J. Cole,J. Cole - Apparently,clean_high_confidence,0.76,seeded
J. Cole,J. Cole - Crooked Smile (Video) ft. TLC,clean_high_confidence,0.76,seeded
Ja Rule,"Ja Rule - Between Me & You (Letterbox Version, Edited) ft. Christina Milian",clean_high_confidence,0.76,seeded
Jadakiss,Jadakiss - Why (Uncut Version) ft. Anthony Hamilton,clean_high_confidence,0.76,seeded
Kanye West,Jay-Z & Kanye West - Ni**as In Paris (Explicit),clean_high_confidence,0.72,seeded
JAY-Z,JAŸ-Z - Big Pimpin' ft. UGK,clean_high_confidence,0.66,seeded
JAY-Z,JAŸ-Z - Dirt Off Your Shoulder,clean_high_confidence,0.66,seeded
JAY-Z,JAŸ-Z - Song Cry,clean_high_confidence,0.66,seeded
JEEZY,Jeezy - My Hood,clean_high_confidence,0.76,seeded
JEEZY,Jeezy - Soul Survivor ft. Akon,clean_high_confidence,0.76,seeded
Jurassic 5,Jurassic 5 - What's Golden (Final Revised Version),clean_high_confidence,0.76,seeded
Juvenile,Juvenile - U Understand,clean_high_confidence,0.76,seeded
Kanye West,Kanye West - All Falls Down ft. Syleena Johnson,clean_high_confidence,0.76,seeded
Kanye West,Kanye West - Gold Digger ft. Jamie Foxx,clean_high_confidence,0.76,seeded
Kanye West,Kanye West - Jesus Walks (Version 2),clean_high_confidence,0.76,seeded
Kanye West,Kanye West - Touch The Sky (MTV Version) ft. Lupe Fiasco,clean_high_confidence,0.76,seeded
Kendrick Lamar,"Kendrick Lamar - Bitch, Don't Kill My Vibe (Explicit)",clean_high_confidence,0.76,seeded
Kendrick Lamar,Kendrick Lamar - King Kunta,clean_high_confidence,0.76,seeded
Kendrick Lamar,Kendrick Lamar - Swimming Pools (Drank),clean_high_confidence,0.76,seeded
Kool Moe Dee,Kool Moe Dee - Death Blow,clean_high_confidence,0.76,seeded
Kool Moe Dee,Kool Moe Dee - I Go to Work,clean_high_confidence,0.76,seeded
The Lox,L.O.X. - Wild Out,clean_high_confidence,0.72,seeded
LL COOL J,LL COOL J - I Need Love,clean_high_confidence,0.76,seeded
Lost Boyz,Lost Boyz - Lifestyles Of The Rich And Shameless,clean_high_confidence,0.76,seeded
Camp Lo,Luchini AKA This Is It,clean_high_confidence,0.8,seeded
Ludacris,Ludacris - What's Your Fantasy (Radio Edit) ft. Shawnna,clean_high_confidence,0.76,seeded
Lupe Fiasco,Lupe Fiasco - The Show Goes On,clean_high_confidence,0.76,seeded
MC HAMMER,M.C. Hammer - U Can't Touch This,clean_high_confidence,0.76,seeded
masterp,Master P - Make 'Em Say Uhh,clean_high_confidence,0.733,seeded
MCEihtVEVO,MC Eiht - Thuggin It Up,clean_high_confidence,0.642,seeded
jerudoriginal91,MC Lyte 10% Diss,clean_high_confidence,0.64,seeded
Method Man,Method Man - All I Need (Razor Sharp Remix) ft. Mary J. Blige,clean_high_confidence,0.76,seeded
Method Man,Method Man - Bring The Pain,clean_high_confidence,0.76,seeded
Method Man,"Method Man, Redman - Da Rockwilder",clean_high_confidence,0.72,seeded
Method Man,"Method Man, Redman - Mrs. International ft. Erick Sermon",clean_high_confidence,0.72,seeded
Bone Thugs-n-Harmony,Mo'murda,clean_high_confidence,0.8,seeded
NWA,N.W.A. - 100 Miles And Runnin',clean_high_confidence,0.76,seeded
NWA,N.W.A. - Appetite For Destruction,clean_high_confidence,0.76,seeded
NWA,N.W.A. - Boys In the Hood,clean_high_confidence,0.76,seeded
NWA,N.W.A. - Fuk Da Police,clean_high_confidence,0.76,seeded
N2DeepVEVO,N2Deep - Back To The Hotel,clean_high_confidence,0.72,seeded
DeathrowUploads,No Vaseline,clean_high_confidence,0.64,seeded
Onyx,Onyx - Slam,clean_high_confidence,0.76,seeded
Onyx,Onyx - Throw Ya Gunz,clean_high_confidence,0.76,seeded
QueenLatifahVEVO,Queen Latifah - U.N.I.T.Y.,clean_high_confidence,0.691,seeded
N.W.A.,Real Niggaz Don't Die,clean_high_confidence,0.8,seeded
Digable Planets,Rebirth Of Slick (Cool Like Dat),clean_high_confidence,0.8,seeded
"JAŸ-Z, Eminem",Renegade,clean_high_confidence,0.8,seeded
classicrapbattles,"Roxanne Shante: ""Have a Nice Day""",clean_high_confidence,0.64,seeded
Salt-N-Pepa,Salt-N-Pepa - Shoop,clean_high_confidence,0.76,seeded
Scarface BrotherMob,Scarface - On My Block,clean_high_confidence,0.72,seeded
rgtowns,Shut The F**k Up!(Hoe) ~ MC Lyte,clean_high_confidence,0.64,seeded
Liss,Slob On My Knob Three 6 Mafia,clean_high_confidence,0.64,seeded
SnoopDoggTV,Snoop Dogg - Beautiful ft. Pharrell Williams,clean_high_confidence,0.703,seeded
SnoopDoggTV,Snoop Dogg - Gin And Juice,clean_high_confidence,0.703,seeded
SnoopDoggTV,Snoop Dogg - Murder Was the Case,clean_high_confidence,0.703,seeded
SnoopDoggTV,Snoop Dogg - Who Am I (What's My Name)?,clean_high_confidence,0.703,seeded
Lupe Fiasco,Superstar (featuring Matthew Santos) (video),clean_high_confidence,0.64,seeded
TipImSerious,T.I. - 99 Problemz (But Lil' Flip Ain't One),clean_high_confidence,0.72,seeded
JAŸ-Z,Takeover,clean_high_confidence,0.8,seeded
Talib Kweli,Talib Kweli - Get By,clean_high_confidence,0.76,seeded
PyroBuzzy,tha Dogg Pound Gangstaz DPG   New York  New York uncensored Daz Dillinger  Kurupt  Snoop Doggy Dogg m2v,clean_high_confidence,0.64,seeded
jemiedub,The Adventures Of Grandmaster Flash On The Wheels Of Steel (Long Version),clean_high_confidence,0.64,seeded
The Beatnuts,The Beatnuts - Watch Out Now,clean_high_confidence,0.76,seeded
Common,The Light,clean_high_confidence,0.8,seeded
The Bicycle Music Company,"The Pharcyde ""Runnin"" Version 2 (with Timecode) from Labcabincalifornia",clean_high_confidence,0.64,seeded
The Roots,The Roots - The Next Movement,clean_high_confidence,0.76,seeded
The Roots,The Roots - You Got Me ft. Erykah Badu,clean_high_confidence,0.76,seeded
"2Pac, Bone Thugs-n-Harmony",Thug Luv (feat. 2pac),clean_high_confidence,0.8,seeded
UGKVideoVault,UGK (Underground Kingz) - Int'l Players Anthem (I Choose You) (Director's Cut) ft. Outkast,clean_high_confidence,0.72,seeded
hakushino,Ultramagnetic MC's / EGO TRIPPING,clean_high_confidence,0.64,seeded
Warren G,Warren G - Do You See,clean_high_confidence,0.76,seeded
