file_path,metadata_artist,metadata_title,metadata_album,metadata_genre,metadata_track,tag_version,duration_secs,missing_fields
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - Danger Danger Napalm Records.mp3,Napalm Records,DOMINUM - Danger Danger (Official Video) | Napalm Records,,Music,63,ID3v2.3,245.6,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - Hey Living People Napalm Records.mp3,Napalm Records,DOMINUM - Hey Living People (Official Video) | Napalm Records,,Music,63,ID3v2.3,263.0,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - Immortalis Dominum Napalm Records.mp3,Napalm Records,DOMINUM - Immortalis Dominum (Official Video) | Napalm Records,,Music,63,ID3v2.3,269.9,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - One of Us Napalm Records.mp3,Napalm Records,DOMINUM - One Of Us (Official Video) | Napalm Records,,Music,63,ID3v2.3,204.8,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - Patient Zero Napalm Records.mp3,Napalm Records,DOMINUM - Patient Zero (Official Video) | Napalm Records,,Music,63,ID3v2.3,246.2,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - Rock You Like a Hurricane Napalm Records.mp3,Napalm Records,DOMINUM - Rock You Like A Hurricane (Official Video) | Napalm Records,,Music,63,ID3v2.3,232.4,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - The Circus is in Town Napalm Records (Alt 1).mp3,"Napalm Records, DOMINUM",DOMINUM - The Circus Is In Town (Official Video) | Napalm Records,,Music,63,ID3v2.4,212.7,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - We All Taste the Same Napalm Records.mp3,Napalm Records,DOMINUM - We All Taste The Same (Official Video) | Napalm Records,,Music,63,ID3v2.3,319.9,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dominum - We Are Forlorn Napalm Records.mp3,Napalm Records,DOMINUM - We Are Forlorn (Official Video) | Napalm Records,,Music,63,ID3v2.3,238.0,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Don Williams - ~ No Use Running ~.mp3,Marianne Menon,Don Williams ~ No Use Running ~,,Music,63,ID3v2.3,163.3,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Don Williams - ~ Shes With Me ~.mp3,Marianne Menon,Don Williams ~ She's With Me ~,,Music,63,ID3v2.3,225.2,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Don Williams - ~~The First Fool In Line ~~.mp3,Marianne Menon,Don Williams ~~The First Fool In Line ~~,,Music,63,ID3v2.3,227.7,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dr Dre - Nuthin but a Thang.mp3,Dr. Dre,"Dr Dre - Nuthin' But A ""G"" Thang [Official Music Video]",,People & Blogs,63,ID3v2.3,284.9,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Dragony - The Dead Queen's Race Feat. Maria Nesh Napalm Records.mp3,Napalm Records,DRAGONY - The Dead Queen's Race feat. Maria Nesh (Lyric Video) | Napalm Records,,Music,63,ID3v2.3,275.5,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\E-40 - Tell Me When to Go ｜ Warner Records.mp3,Warner Records,E-40 - Tell Me When To Go (Official Music Video) | Warner Records,,Music,63,ID3v2.3,270.0,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Easton Corbin - A Little More Country Than That (Music Video) (Alt 1).mp3,Easton Corbin,Easton Corbin - A Little More Country Than That (Official Video),,Music,63,ID3v2.3,172.0,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Eazy-e - Real Muthaphuckkin G's.mp3,Creative Hip-Hop,Eazy-E - Real Muthaphuckkin G's (Music Video),,Music,63,ID3v2.3,286.4,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Edge of Paradise - Death Note Napalm Records.mp3,Napalm Records,EDGE OF PARADISE - Death Note (Official Video) | Napalm Records,,Music,63,ID3v2.3,342.8,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Edine - 24⧸7.mp3,Edine,Edine - 24/7 | Official Visualizer,,People & Blogs,63,ID3v2.3,168.3,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Edvard Grieg - In the Hall of the Mountain King from ＂Peer Gynt＂.mp3,FacundoJG,"Edvard Grieg, In the Hall of the Mountain King from ""Peer Gynt""",,Music,63,ID3v2.3,154.6,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Elektronomia - Energy ｜ Progressive House ｜ Ncs - Copyright Free Music.mp3,NoCopyrightSounds,Elektronomia - Energy | Progressive House | NCS - Copyright Free Music,,Music,63,ID3v2.3,198.0,TALB
C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Elmore James - It Hurts Me Too Remastered.mp3,GnØ βØdι,"Elmore James - ""It hurts Me Too"" | Remastered",,Entertainment,63,ID3v2.3,197.4,TALB
