intake_folder,files_scanned,inserted,skipped_existing,blocked,errors,clean_count,review_count,longform_count,junk_count
C:\Users\suppo\Desktop\NGKsSystems\NGKsPlayerNative\data\_test_intake_phase3,3,0,3,0,0,0,0,0,0
