file_path,original_name,cleaned_name,issue_type,confidence,recommended_action,auto_clean,notes,priority_score
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8 Ball and MJG- Space Age Pimpin.mp3,8 Ball and MJG- Space Age Pimpin.mp3,8 Ball and MJG - Space Age Pimpin.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000\Aaria- Thug Love ft. Dreamdoll.mp3,Aaria- Thug Love ft. Dreamdoll.mp3,Aaria - Thug Love ft. Dreamdoll.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\ACDC- For Those About To Rock (with lyrics).mp3,ACDC- For Those About To Rock (with lyrics).mp3,AC-DC - For Those About To Rock.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bwith\s+lyrics\b,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson- Everything I Love.mp3,Alan Jackson- Everything I Love.mp3,Alan Jackson - Everything I Love.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\All my Exs live in Texas- George Strait.mp3,All my Exs live in Texas- George Strait.mp3,George Strait - All My Exs Live In Texas.mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\American Girl performed by Tom Petty.mp3,American Girl performed by Tom Petty.mp3,Tom Petty - American Girl.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Audio Two- Top Billin.mp3,Audio Two - Top Billin.mp3,Audio Two - Top Billin.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Blues\B.B. King- Everyday I have the Blues.mp3,B.B. King- Everyday I have the Blues.mp3,B.B. King - Everyday I Have the Blues.mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From- Kenny Chesney.mp3,Back Where I Come From - Kenny Chesney.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3","Beethoven - Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso.mp3",LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_Classical\Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Best Version of Jesu, Joy Of Mans Desiring by Bach.mp3","Bach - Best Version of Jesu, Joy Of Mans Desiring.mp3",LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000\Bfb Da Packman- Honey Pack.mp3,Bfb Da Packman- Honey Pack.mp3,BFB da Packman - Honey Pack.mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony ft 2pac thug luv lyrics.mp3,Bone Thugs-N-Harmony - ft 2pac thug luv.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bLyrics?!?\b,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Boogie Down Productions- South Bronx.mp3,Boogie Down Productions- South Bronx.mp3,Boogie Down Productions - South Bronx.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe- Til The Rain Gone.mp3,Bop Menaxe - Til The Rain Gone.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000\Bop Menaxe- War Cry.mp3,Bop Menaxe- War Cry.mp3,Bop Menaxe - War Cry.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek - INMORTAL.mp3",LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Find Yourself by Brad Paisley.mp3,Find Yourself by Brad Paisley.mp3,Brad Paisley - Find Yourself.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - ＂Surprise＂.mp3,Franz Joseph Haydn - Surprise.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped_unicode_0xff02,2
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown - Dont Give It Away.mp3",LOW_CONFIDENCE,0.85,RENAME,true,stripped_unicode_0xff02,2
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Gregg Allman- I'm No Angel.mp3,Gregg Allman- I'm No Angel.mp3,Gregg Allman - I'm No Angel.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,Hideaway by John Mayall bluesbreakers & Eric Clapton.mp3,John Mayall bluesbreakers & Eric Clapton - Hideaway.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Howlin Wolf- Killing Floor.mp3,Howlin Wolf- Killing Floor.mp3,Howlin Wolf - Killing Floor.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth- coming curse.mp3,Iced Earth- coming curse.mp3,Iced Earth - coming curse.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny ＂Clyde＂ Copeland- Rock Me Baby- Part 1.mp3,Johnny Clyde Copeland - Rock Me Baby - Part 1.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped_unicode_0xff02; fixed_dash_spacing,2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest- Freewheel Burning with lyrics.mp3,Judas Priest - Freewheel Burning.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bwith\s+lyrics\b,2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Judas Priest- The Sentinel with lyrics.mp3,Judas Priest- The Sentinel with lyrics.mp3,Judas Priest - The Sentinel.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bwith\s+lyrics\b,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Just to See You Smile Lyrics By Tim McGraw.mp3,Just to See You Smile Lyrics By Tim McGraw.mp3,Tim McGraw - Just to See You Smile.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bLyrics?!?\b,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Better As A Memory.mp3,Kenny Chesney- Better As A Memory.mp3,Kenny Chesney - Better as a Memory.mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney- Nowhere To Go, Nowere To Be.mp3","Kenny Chesney - Nowhere to Go, Nowhere to Be.mp3",LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","La Traviata ＂Addio, del passato＂ by Anna Netrebko. Russian subtitles.mp3","Anna Netrebko. Russian subtitles - La Traviata Addio, del passato.mp3",LOW_CONFIDENCE,0.85,RENAME,true,stripped_unicode_0xff02,2
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Little Willie John -You Hurt Me.mp3,Little Willie John -You Hurt Me.mp3,Little Willie John - - You Hurt Me.mp3,LOW_CONFIDENCE,0.85,RENAME,true,fixed_dash_spacing,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Love Her Like Shes Leaving by Brad Paisley.mp3,Love Her Like Shes Leaving by Brad Paisley.mp3,Brad Paisley - Love Her Like Shes Leaving.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Makin Plans by Miranda Lambert.mp3,Makin Plans by Miranda Lambert.mp3,Miranda Lambert - Makin' Plans.mp3,LOW_CONFIDENCE,1,RENAME,true,smart_apostrophe_fixed; whitespace_cleanup,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Martin- Zac Brown Band Lyrics!.mp3,Martin- Zac Brown Band Lyrics!.mp3,Martin - Zac Brown Band !.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bLyrics?!?\b,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Another Heartache.mp3,Miranda Lambert- Another Heartache.mp3,Miranda Lambert - Another Heartache.mp3,LOW_CONFIDENCE,0.96,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert- Mama Im Alright.mp3,Miranda Lambert - Mama Im Alright.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Missing Me Some You by Toby Keith.mp3,Missing Me Some You by Toby Keith.mp3,Toby Keith - Missing Me Some You.mp3,LOW_CONFIDENCE,0.98,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young- My My, Hey Hey (Out Of The Blue).mp3","Neil Young - My My, Hey Hey (Out Of The Blue).mp3",LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Nights I Cant Remember, Friends Ill Never Forget by Toby Keith.mp3","Toby Keith - Nights I Can't Remember, Friends I'll Never Forget.mp3",LOW_CONFIDENCE,0.91,RENAME,true,smart_apostrophe_fixed; whitespace_cleanup,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy- WELCOME TO THE TERRORDOME.mp3,Public Enemy - Welcome to the Terrordome.mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Schoolly D- PSK, What Does It Mean？.mp3","Schoolly D- PSK, What Does It Mean？.mp3",Schoolly D - PSK (What Does It Mean?).mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery- I Cross My Heart Lyrics.mp3,Scotty McCreery - I Cross My Heart.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bLyrics?!?\b,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Slick Rick -la di da di lyrics.mp3,Slick Rick -la di da di lyrics.mp3,Slick Rick - - la di da di.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped:\bLyrics?!?\b; fixed_dash_spacing,2
C:\Users\suppo\Downloads\New Music\Top1000_Classical\St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,St. Pauls Suite By Gustav Holst No. 2 Ostinato.mp3,Gustav Holst No. 2 Ostinato - St. Pauls Suite.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - ＂What Would You Do＂.mp3,Tha Dogg Pound - What Would U Do?.mp3,LOW_CONFIDENCE,0.96,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\The Byrds- I Wasn't Born To Follow.mp3,The Byrds- I Wasn't Born To Follow.mp3,The Byrds - I Wasn't Born to Follow.mp3,LOW_CONFIDENCE,1,RENAME,true,smart_apostrophe_fixed; whitespace_cleanup,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Roots- No Alibi.mp3,The Roots- No Alibi.mp3,The Roots - No Alibi.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw- Where The Green Grass Grows.mp3,Tim McGraw - Where The Green Grass Grows.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,Toby Keith- Aint Breakin Nothin.mp3,Toby Keith - Aint Breakin Nothin.mp3,LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,Twista ‎- Overnight Celebrity.mp3,Twista - Overnight Celebrity.mp3,LOW_CONFIDENCE,1,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,Van Halen- Runnin' with the devil.mp3,Van Halen - Runnin' With the Devil.mp3,LOW_CONFIDENCE,1,RENAME,true,smart_apostrophe_fixed; whitespace_cleanup,2
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3","Frank Sinatra, Nat King Cole & Louis Armstrong.mp3",LOW_CONFIDENCE,0.85,RENAME,true,stripped_emoji,2
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3","With you, Without you by Brad Paisley.wmv.mp3","Brad Paisley - With you, Without you.mp3",LOW_CONFIDENCE,0.7,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,Young Hearts Run Free by Candi Staton.mp3,Candi Staton - Young Hearts Run Free.mp3,LOW_CONFIDENCE,0.91,RENAME,false,"From manual review pack. Low confidence / unknown parse, not auto-recoverab. Source exists. Parse method: fallback_he",2
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,But You Like Country Music - Sunny Sweeney and Brennen Leigh.mp3,LOW_CONFIDENCE,0.85,RENAME,true,stripped_unicode_0xff02; stripped:\bLyric\s+Video\b,2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\2112： Overture ⧸ The Temples Of Syrinx ⧸ Discovery ⧸ Presentation ⧸ Oracle： The Dream ⧸ So....mp3,2112： Overture ⧸ The Temples Of Syrinx ⧸ Discovery ⧸ Presentation ⧸ Oracle： The Dream ⧸ So....mp3,2112： Overture - the Temples of Syrinx Discovery Presentation Oracle： the Dream So....mp3,ILLEGAL_CHAR,0.85,RENAME,true,stripped_unicode_0x29f8,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Keep Ya Head Up (from album： ＂Strictly 4 My N.I.G.G.A.Z...＂.mp3,2Pac - Keep Ya Head Up (from album： ＂Strictly 4 My N.I.G.G.A.Z...＂.mp3,2pac - Keep Ya Head up (From Album：.mp3,ILLEGAL_CHAR,1,RENAME,false,Parse: standard. Dup risk: none. Group: . proposed name has illegal/problematic Un,4
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\60 seconds assassin Lyric on screen.mp3,60 seconds assassin Lyric on screen.mp3,60 Seconds - Assassin.mp3,BAD_SPLIT,0.85,RENAME,true,stripped:\bLyrics?\s+On\s+Screen\b,2
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8ball & MJG Just Like Candy.mp3,8ball & MJG Just Like Candy.mp3,8ball & - Mjg Just Like Candy.mp3,BAD_SPLIT,0.3,VERIFY,false,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\8BALL& MJG FRIEND OR FOE FT. E-40, MAC MALL,& BIG MIKE.mp3","8BALL& MJG FRIEND OR FOE FT. E-40, MAC MALL,& BIG MIKE.mp3","8ball& Mjg - Friend or Foe ft. E-40, Mac Mall,& Big Mike.mp3",BAD_SPLIT,0.3,VERIFY,false,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\A Change of Seasons - The Crimson Sunrise ⧸ Innocence ⧸ Carpe Diem ⧸ The Darkest of Winters ⧸....mp3,A Change of Seasons - The Crimson Sunrise ⧸ Innocence ⧸ Carpe Diem ⧸ The Darkest of Winters ⧸....mp3,A Change of Seasons - The Crimson Sunrise Innocence Carpe Diem the Darkest of Winters ....mp3,NO_CHANGE,1,RENAME,true,stripped_unicode_0x29f8,4
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\A Roller Skating Jam Named ＂Saturdays＂.mp3,A Roller Skating Jam Named ＂Saturdays＂.mp3,A Roller - Skating Jam Named.mp3,BAD_SPLIT,0.3,VERIFY,false,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\AC⧸DC - Back In Black (Official 4K Video).mp3,AC⧸DC - Back In Black (Official 4K Video).mp3,AC-DC - Back in Black.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0x29f8,4
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\AC⧸DC - Hells Bells (Official 4K Video).mp3,AC⧸DC - Hells Bells (Official 4K Video).mp3,AC-DC - Hells Bells.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0x29f8,4
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\AC⧸DC - Highway to Hell (Official Video).mp3,AC⧸DC - Highway to Hell (Official Video).mp3,AC-DC - Highway to Hell.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0x29f8,4
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\AC⧸DC - Let There Be Rock (Official Video).mp3,AC⧸DC - Let There Be Rock (Official Video).mp3,AC-DC - Let There Be Rock.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0x29f8,4
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\AC⧸DC - You Shook Me All Night Long (Official 4K Video).mp3,AC⧸DC - You Shook Me All Night Long (Official 4K Video).mp3,AC-DC - You Shook Me All Night Long.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0x29f8,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Animals (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Animals (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Animals.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Eternal Rains (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Eternal Rains (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Eternal Rains.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - From The Ashes (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - From The Ashes (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - From the Ashes.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Inferno (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Inferno (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Inferno.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Seth (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Seth (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Seth.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Somewhere Better (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Somewhere Better (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Somewhere Better.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Unstoppable (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Unstoppable (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Unstoppable.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AD INFINITUM - Upside Down (Official Video) ｜ Napalm Records.mp3,AD INFINITUM - Upside Down (Official Video) ｜ Napalm Records.mp3,Ad Infinitum - Upside Down.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Adrenaline Rush.mp3,Adrenaline Rush.mp3,Adrenaline Rush.mp3,NO_PARSE,0,VERIFY,false,"Parse: unknown. Dup risk: none. Group: . no separator found, unknown parse",2
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AEPHANEMER - Antigone (Official Video) ｜ Napalm Records.mp3,AEPHANEMER - Antigone (Official Video) ｜ Napalm Records.mp3,Aephanemer - Antigone.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\AEPHANEMER - Panta Rhei (Official Video) ｜ Napalm Records.mp3,AEPHANEMER - Panta Rhei (Official Video) ｜ Napalm Records.mp3,Aephanemer - Panta Rhei.mp3,ILLEGAL_CHAR,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bNapalm\s+Records\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Club\Aero Chord feat. DDARK - Shootin Stars ｜ Trap ｜ NCS - Copyright Free Music.mp3,Aero Chord feat. DDARK - Shootin Stars ｜ Trap ｜ NCS - Copyright Free Music.mp3,Aero Chord Feat. Ddark - Shootin Stars.mp3,NO_CHANGE,1,RENAME,true,stripped_unicode_0xff5c; stripped:\bCopyright\s+Free\b; stripped:\bNCS\b,4
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Aint No Stopping Us Now Mcfadden and Whitehead.mp3,Aint No Stopping Us Now Mcfadden and Whitehead.mp3,Aint No - Stopping Us Now Mcfadden and Whitehead.mp3,BAD_SPLIT,0.3,VERIFY,false,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,Alan Jackson - ＂Its Time You Learned About Goodbye＂.mp3,Alan Jackson.mp3,NO_PARSE,0,VERIFY,false,whitespace_cleanup,2
C:\Users\suppo\Downloads\New Music\Top1000_Country\Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson Anywhere On Earth You Are.mp3,Alan Jackson - Anywhere on Earth You Are.mp3,BAD_SPLIT,1,RENAME,false,Parse: fallback_heuristic. Dup risk: none. Group: . conf=0.3 method=fallback_heuristic,2
