group_id,source_type,member_count,selected_primary_path,selected_primary_name,primary_quality_score,primary_size_mb,reason,confidence
G0060,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Naughty By Nature - O.P.P..mp3,Naughty By Nature - O.P.P..mp3,65,8.6,quality=65; size=8.6MB; not temp file; margin=1500,high
G0061,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\Nirvana - Smells Like Teen Spirit.mp3,Nirvana - Smells Like Teen Spirit.mp3,65,9.3,quality=65; size=9.3MB; not temp file; margin=1000,high
G0062,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_Country\Post Monroe： ＂Dixie Dust＂.mp3,Post Monroe： ＂Dixie Dust＂.mp3,46,7.5,size=7.5MB; not temp file; margin=0,low
G0063,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,Queen - Bohemian Rhapsody (2011 Digital Remaster).mp3,65,9.5,quality=65; size=9.5MB; not temp file; margin=1299,high
G0064,collision,2,"C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna.mp3","Raekwon - Ice Cream ft. Ghostface Killah, Method Man, Cappadonna.mp3",60,7.8,quality=60; size=7.8MB; not temp file; margin=1500,high
G0065,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_Club\Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,Sam Feldt X Lucas & Steve feat Wulf - Summer on You.mp3,65,6.2,quality=65; size=6.2MB; not temp file; margin=1,low
G0066,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Steppenwolf - Born To Be Wild.mp3,Steppenwolf - Born To Be Wild.mp3,65,6.3,quality=65; size=6.3MB; not temp file; margin=0,low
G0067,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers & Coldplay - Something Just Like This.mp3,The Chainsmokers & Coldplay - Something Just Like This.mp3,65,7.8,quality=65; size=7.8MB; not temp file; margin=0,low
G0068,collision,3,C:\Users\suppo\Downloads\New Music\Top1000_Club\The Chainsmokers - Closer ft. Halsey.mp3,The Chainsmokers - Closer ft. Halsey.mp3,65,8.8,quality=65; size=8.8MB; not temp file; margin=1,low
G0069,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\The Chainsmokers - Dont Let Me Down ft. Daya.mp3,The Chainsmokers - Dont Let Me Down ft. Daya.mp3,65,7.3,quality=65; size=7.3MB; not temp file; margin=2,low
G0070,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Hypnotize.mp3,The Notorious B.I.G. - Hypnotize.mp3,65,12.1,quality=65; size=12.1MB; not temp file; margin=1500,high
G0071,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Juicy.mp3,The Notorious B.I.G. - Juicy.mp3,65,9.4,quality=65; size=9.4MB; not temp file; margin=1500,high
G0072,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Warning.mp3,The Notorious B.I.G. - Warning.mp3,65,7.0,quality=65; size=7.0MB; not temp file; margin=1000,high
G0073,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\The Notorious B.I.G. - Who Shot Ya？ (Official Audio).mp3,The Notorious B.I.G. - Who Shot Ya？ (Official Audio).mp3,65,9.7,quality=65; size=9.7MB; not temp file; margin=0,low
G0074,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Cant Feel My Face.mp3,The Weeknd - Cant Feel My Face.mp3,65,7.3,quality=65; size=7.3MB; not temp file; margin=0,low
G0075,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - I Feel It Coming ft. Daft Punk.mp3,The Weeknd - I Feel It Coming ft. Daft Punk.mp3,65,9.5,quality=65; size=9.5MB; not temp file; margin=0,low
G0076,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,The Weeknd - Starboy ft. Daft Punk ft. Daft Punk.mp3,65,8.8,quality=65; size=8.8MB; not temp file; margin=0,low
G0077,collision,2,"C:\Users\suppo\Downloads\New Music\Top1000\TOESUP, Smiley - Two Feet (DJ Dark Remix).mp3","TOESUP, Smiley - Two Feet (DJ Dark Remix).mp3",65,5.2,quality=65; size=5.2MB; not temp file; margin=0,low
G0078,collision,2,C:\Users\suppo\Downloads\New Music\Top1000\Tove Lo - Habits - Hippie Sabotage Remix.mp3,Tove Lo - Habits - Hippie Sabotage Remix.mp3,65,7.8,quality=65; size=7.8MB; not temp file; margin=0,low
G0079,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M..mp3,Wu-Tang Clan - C.R.E.A.M..mp3,65,8.6,quality=65; size=8.6MB; not temp file; margin=1000,high
G0080,collision,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - Triumph ft. Cappadonna.mp3,Wu-Tang Clan - Triumph ft. Cappadonna.mp3,65,10.6,quality=65; size=10.6MB; not temp file; margin=1000,high
G0081,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\175 - 2Pac - I Get Around.mp3,175 - 2Pac - I Get Around.mp3,62,8.9,quality=62; size=8.9MB; not temp file; margin=200,high
G0082,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000\Kelly Clarkson - mine.mp3,Kelly Clarkson - mine.mp3,65,5.9,quality=65; size=5.9MB; not temp file; margin=499,high
G0083,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kiss Deuce lyrics.mp3,Kiss Deuce lyrics.mp3,45,5.5,size=5.5MB; not temp file; margin=3500,high
G0084,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\UFO - Doctor Doctor.mp3,UFO - Doctor Doctor.mp3,60,8.1,quality=60; size=8.1MB; not temp file; margin=3500,high
G0085,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Slayer - Hell Awaits.mp3,Slayer - Hell Awaits.mp3,65,10.4,quality=65; size=10.4MB; not temp file; margin=4000,high
G0086,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000\Alan Walker - The Spectre.mp3,Alan Walker - The Spectre.mp3,65,7.2,quality=65; size=7.2MB; not temp file; margin=0,low
G0087,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Queen Latifah - U.N.I.T.Y..mp3,Queen Latifah - U.N.I.T.Y..mp3,65,7.0,quality=65; size=7.0MB; not temp file; margin=300,high
G0088,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Snoop Dogg - Who Am I？.mp3,Snoop Dogg - Who Am I？.mp3,65,9.1,quality=65; size=9.1MB; not temp file; margin=0,low
G0089,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\2Pac - Ambitionz Az A Ridah.mp3,2Pac - Ambitionz Az A Ridah.mp3,65,7.9,quality=65; size=7.9MB; not temp file; margin=1078,high
G0090,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Dio - The Last In Line.mp3,Dio - The Last In Line.mp3,65,10.7,quality=65; size=10.7MB; not temp file; margin=4000,high
G0091,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Club\W&W and MOTi - Spack Jarrow.mp3,W&W and MOTi - Spack Jarrow.mp3,65,9.2,quality=65; size=9.2MB; not temp file; margin=3,low
G0092,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,65,10.3,quality=65; size=10.3MB; not temp file; margin=3,low
G0093,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Denim and Leather-Saxon (studio version).mp3,Denim and Leather-Saxon (studio version).mp3,55,10.2,quality=55; size=10.2MB; not temp file; margin=4000,high
G0094,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,Pantera - 5 Minutes Alone (Official Music Video) [4K Remaster].mp3,45,11.7,size=11.7MB; not temp file; margin=3999,high
G0095,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\black sabbath - sweet leaf.mp3,black sabbath - sweet leaf.mp3,65,8.1,quality=65; size=8.1MB; not temp file; margin=4000,high
G0096,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Snoop Dogg - Gin And Juice.mp3,Snoop Dogg - Gin And Juice.mp3,65,7.9,quality=65; size=7.9MB; not temp file; margin=300,high
G0097,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Dr Dre - Nuthin But A ＂G＂ Thang.mp3,Dr Dre - Nuthin But A ＂G＂ Thang.mp3,59,8.7,quality=59; size=8.7MB; not temp file; margin=4000,high
G0099,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gang Starr - Above The Clouds.mp3,Gang Starr - Above The Clouds.mp3,65,6.2,quality=65; size=6.2MB; not temp file; margin=1081,high
G0100,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Beastie Boys - Intergalactic.mp3,Beastie Boys - Intergalactic.mp3,65,9.4,quality=65; size=9.4MB; not temp file; margin=300,high
G0101,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Craig Mack - Flava In Ya Ear.mp3,Craig Mack - Flava In Ya Ear.mp3,65,9.5,quality=65; size=9.5MB; not temp file; margin=1000,high
G0102,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - It Was A Good Day.mp3,Ice Cube - It Was A Good Day.mp3,65,10.0,quality=65; size=10.0MB; not temp file; margin=300,high
G0103,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,Eazy-E - Real Muthaphuckkin G's (Music Video).mp3,60,8.9,quality=60; size=8.9MB; not temp file; margin=300,high
G0105,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr - Simple Man.mp3,Hank Williams Jr - Simple Man.mp3,65,7.2,quality=65; size=7.2MB; not temp file; margin=4000,high
G0106,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Blues\sonny boy williamson help me.mp3,sonny boy williamson help me.mp3,55,3.6,quality=55; size=3.6MB; not temp file; margin=4000,high
G0107,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Biggie Smalls - Notorious Thugs.mp3,Biggie Smalls - Notorious Thugs.mp3,65,11.4,quality=65; size=11.4MB; not temp file; margin=4000,high
G0108,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.mp3,Led Zeppelin - Rock and Roll HQ.mp3,65,6.9,quality=65; size=6.9MB; not temp file; margin=3999,high
G0109,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - You Know How We Do It.mp3,Ice Cube - You Know How We Do It.mp3,65,7.5,quality=65; size=7.5MB; not temp file; margin=300,high
G0110,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Bone Thugs N Harmony - Crossroads.mp3,Bone Thugs N Harmony - Crossroads.mp3,65,4.6,quality=65; size=4.6MB; not temp file; margin=300,high
G0111,near_duplicate,2,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Black Star - Respiration ft. Common.mp3,Black Star - Respiration ft. Common.mp3,65,8.4,quality=65; size=8.4MB; not temp file; margin=300,high
