original_path,decision,target_state,proposed_new_path,eligible,block_reason
C:\Users\suppo\Downloads\New Music\Top1000_Country\Tim McGraw- Where The Green Grass Grows.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Tim McGraw - Where The Green Grass Grows.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith Old toy trains.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Toby Keith - Old toy trains.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith That Dont Make Me A Bad Guy lyric video.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Toby Keith - That Dont Make Me A Bad Guy lyric video.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith You Aint Much Fun.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Toby Keith - You Aint Much Fun.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Toby Keith- Aint Breakin Nothin.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Toby Keith - Aint Breakin Nothin.mp3,yes,
"C:\Users\suppo\Downloads\New Music\Top1000\TOESUP, Smiley - Two Feet (DJ Dark Remix).mp3",keep_review,REVIEW_REQUIRED,,no,decision=keep_review
"C:\Users\suppo\Downloads\New Music\Top1000_Motown\Top 100 Motown Soul Classics 🎶 Timeless R&B Oldies from the 70s, 80s & 90s.mp3",keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000\Tove Lo - Habits - Hippie Sabotage Remix.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Club\Tove Lo - Habits - Hippie Sabotage Remix.mp3,hold,HELD_PROBLEMS,,no,decision=hold
C:\Users\suppo\Downloads\New Music\Top1000\Travesuras - Nicky Jam ｜ Video Oficial.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Travesuras - Nicky Jam - Video Oficial.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000\twenty one pilots： Heathens.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000\twenty one pilots： Stressed Out.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Twista ‎- Overnight Celebrity.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Twista ‎ - Overnight Celebrity.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ultramagnetic MCs ⧸ EGO TRIPPING.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
"C:\Users\suppo\Downloads\New Music\Top1000\Vaaste Song： Dhvani Bhanushali, Tanishk Bagchi ｜ Nikhil DSouza ｜ Bhushan Kumar ｜ Radhika R, Vinay S.mp3",keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Van Halen- Runnin' with the devil.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Van Halen - Runnin' with the devil.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Verdi - Rigoletto： La Donna E Mobile.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Verdi - Rigoletto- La Donna E Mobile.mp3,yes,
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Vintage Jazz 1950s 🎷 Golden Classics by Frank Sinatra, Nat King Cole & Louis Armstrong.mp3",approve_primary,READY_NORMALIZED,"C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Frank Sinatra, Nat King Cole & Louis Armstrong - Vintage Jazz 1950s 🎷 Golden Classics.mp3",yes,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Visions of Atlantis & Warkings - Pirates & Kings Napalm Records.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\VISIONS OF ATLANTIS & WARKINGS - Pirates & Kings (Official Video) ｜ Napalm Records (Music Video).mp3,yes,
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Vivaldi： Il Giustino, RV 717 ⧸ Act 2 - ＂Vedrò con mio diletto＂.mp3",keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Warkings - Genghis Khan (Feat. Orden Ogan) Napalm Records.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\WARKINGS - Genghis Khan (feat. Orden Ogan) (Official Video) ｜ Napalm Records (Music Video).mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Heart of Rage feat. Morgana le Fay (Official Video) ｜ Napalm Records.mp3,hold,HELD_PROBLEMS,,no,decision=hold
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Hellfire feat. Morgana le Fay (Official Video) ｜ Napalm Records.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WARKINGS - Monsters feat. Morgana le Fay (Official Video) ｜ Napalm Records.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Waylon Jennings ＂The Devil's Right Hand＂.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Wind Rose - To Be a Dwarf Napalm Records.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records.temp.mp3,approve_alternate,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\WIND ROSE - To Be a Dwarf (Official Video) ｜ Napalm Records (Music Video).mp3,yes,
"C:\Users\suppo\Downloads\New Music\Top1000_Country\With you, Without you by Brad Paisley.wmv.mp3",approve_primary,READY_NORMALIZED,"C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Brad Paisley.wmv - With you, Without you.mp3",yes,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - C.R.E.A.M. (Official HD Video).mp3,approve_alternate,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Wu-Tang Clan - C.R.E.A.M. (Official HD Video) (Music Video).mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna.mp3,approve_alternate,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Wu-Tang Clan - Triumph (Official HD Video) ft. Cappadonna (Music Video).mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Young Hearts Run Free by Candi Staton.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Candi Staton - Young Hearts Run Free.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band - Colder Weather ｜ You Get What You Give.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Zac Brown Band - Colder Weather - You Get What You Give.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band - Knee Deep Feat. Jimmy Buffett ｜ You Get What You Give.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Zac Brown Band - Knee Deep Feat. Jimmy Buffett - You Get What You Give.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band - Sweet Annie ｜ Uncaged.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Zac Brown Band - Sweet Annie - Uncaged.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band Cold Hearted lyrics.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Zac Brown Band - Cold Hearted lyrics.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Zac Brown Band ~ Free Extended Version.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\Zac Brown Band - ~ Free Extended Version.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂But You Like Country Music＂ - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,approve_primary,READY_NORMALIZED,C:\Users\suppo\Downloads\New Music\READY_NORMALIZED\'But You Like Country Music' - Lyric Video Sunny Sweeney and Brennen Leigh.mp3,yes,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\＂Going Down＂ - Freddie King.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\＂Going up the Country＂ - Canned Heat ⧸ WOODSTOCK '69.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂If I know me＂ by George Strait.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂If Love Was Fair＂ - Ashley Monroe.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
C:\Users\suppo\Downloads\New Music\Top1000_Country\＂It Did＂ - Blaine Larsen.mp3,keep_review,REVIEW_REQUIRED,,no,decision=keep_review
