file_path,filename_artist,filename_title
C:\Users\suppo\Downloads\New Music\Top1000\Chico G - KUSH COMA.mp3,Chico G,KUSH COMA
C:\Users\suppo\Downloads\New Music\Top1000\CHILL OUT COLOGNE ＂Time＂ official Video 4K.mp3,,"CHILL OUT COLOGNE ""Time"""
C:\Users\suppo\Downloads\New Music\Top1000\Chinese Kitty - Hard To Find ft. Doe Boy.mp3,Chinese Kitty,Hard To Find ft. Doe Boy
C:\Users\suppo\Downloads\New Music\Top1000\Chino y Nacho - Andas En Mi Cabeza ft. Daddy Yankee.mp3,Chino y Nacho,Andas En Mi Cabeza ft. Daddy Yankee
"C:\Users\suppo\Downloads\New Music\Top1000\Chris Brown - Loyal ft. Lil Wayne, Tyga.mp3",Chris Brown,"Loyal ft. Lil Wayne, Tyga"
"C:\Users\suppo\Downloads\New Music\Top1000\Chris Jedi - Ahora Dice ft. J. Balvin, Ozuna, Arcángel.mp3",Chris Jedi,"Ahora Dice ft. J. Balvin, Ozuna, Arcángel"
"C:\Users\suppo\Downloads\New Music\Top1000\Chris Jedi, Anuel AA, Gaby Music - DURO ft. Jenny ＂La Sexy Voz＂.mp3","Chris Jedi, Anuel AA, Gaby Music","DURO ft. Jenny ""La Sexy Voz"""
C:\Users\suppo\Downloads\New Music\Top1000\Chris Tijera x Dj Lokey - INTOCABLE.mp3,Chris Tijera x Dj Lokey,INTOCABLE
C:\Users\suppo\Downloads\New Music\Top1000\Christian Daniel & Kevin Garcia - Me Va A Extrañar.mp3,Christian Daniel & Kevin Garcia,Me Va A Extrañar
C:\Users\suppo\Downloads\New Music\Top1000\Christina Perri - A Thousand Years.mp3,Christina Perri,A Thousand Years
C:\Users\suppo\Downloads\New Music\Top1000\CKay - mmadu.mp3,CKay,mmadu
C:\Users\suppo\Downloads\New Music\Top1000\Clean Bandit - Rockabye.mp3,Clean Bandit,Rockabye
C:\Users\suppo\Downloads\New Music\Top1000\Clean Bandit - Solo.mp3,Clean Bandit,Solo
C:\Users\suppo\Downloads\New Music\Top1000\Clean Bandit - Symphony.mp3,Clean Bandit,Symphony
C:\Users\suppo\Downloads\New Music\Top1000\CNCO - Reggaetón Lento.mp3,CNCO,Reggaetón Lento
C:\Users\suppo\Downloads\New Music\Top1000\COBRAH - SUCK.mp3,COBRAH,SUCK
C:\Users\suppo\Downloads\New Music\Top1000\CocoCay - 10 Seconds.mp3,CocoCay,10 Seconds
"C:\Users\suppo\Downloads\New Music\Top1000\Coke ＂All Hear＂ feat. L Haggood, Silence the 5th.mp3",,"Coke ""All Hear"" feat. L Haggood, Silence the 5th"
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Adventure Of A Lifetime.mp3,Coldplay,Adventure Of A Lifetime
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Cry Cry Cry.mp3,Coldplay,Cry Cry Cry
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Hymn For The Weekend.mp3,Coldplay,Hymn For The Weekend
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Paradise.mp3,Coldplay,Paradise
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - The Scientist.mp3,Coldplay,The Scientist
C:\Users\suppo\Downloads\New Music\Top1000\Coldplay - Yellow.mp3,Coldplay,Yellow
C:\Users\suppo\Downloads\New Music\Top1000\Compass - Different Folks.mp3,Compass,Different Folks
"C:\Users\suppo\Downloads\New Music\Top1000\Conep, Michael Flores - Mamamelo.mp3","Conep, Michael Flores",Mamamelo
C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise ft. L.V..mp3,Coolio,Gangstas Paradise ft. L.V.
C:\Users\suppo\Downloads\New Music\Top1000\Coolio - Gangstas Paradise.mp3,Coolio,Gangstas Paradise
C:\Users\suppo\Downloads\New Music\Top1000\Crash Adams - Sugar Mommy.mp3,Crash Adams,Sugar Mommy
C:\Users\suppo\Downloads\New Music\Top1000\Crayon Feat. Ayra Starr - Ngozi.mp3,Crayon Feat. Ayra Starr,Ngozi
C:\Users\suppo\Downloads\New Music\Top1000\Crazy Frog - Axel F.mp3,Crazy Frog,Axel F
C:\Users\suppo\Downloads\New Music\Top1000\Culpables - MTZ Manuel Turizo.mp3,Culpables,MTZ Manuel Turizo
C:\Users\suppo\Downloads\New Music\Top1000\cxldface - missing.mp3,cxldface,missing
C:\Users\suppo\Downloads\New Music\Top1000\Cyndi Lauper - Girls Just Want To Have Fun.mp3,Cyndi Lauper,Girls Just Want To Have Fun
C:\Users\suppo\Downloads\New Music\Top1000\D-Aye - Somebody Died.mp3,D-Aye,Somebody Died
C:\Users\suppo\Downloads\New Music\Top1000\Daddy Yankee & Snow - Con Calma.mp3,Daddy Yankee & Snow,Con Calma
C:\Users\suppo\Downloads\New Music\Top1000\Daddy Yankee - Dura.mp3,Daddy Yankee,Dura
C:\Users\suppo\Downloads\New Music\Top1000\Daddy Yankee - Limbo.mp3,Daddy Yankee,Limbo
C:\Users\suppo\Downloads\New Music\Top1000\Daddy Yankee - Shaky Shaky.mp3,Daddy Yankee,Shaky Shaky
"C:\Users\suppo\Downloads\New Music\Top1000\Dalex - Pa Mi ft. Sech, Rafa Pabön, Cazzu, Feid, Khea and Lenny Tavarez.mp3",Dalex,"Pa Mi ft. Sech, Rafa Pabön, Cazzu, Feid, Khea and Lenny Tavarez"
C:\Users\suppo\Downloads\New Music\Top1000\Damazein & Kimj - Afterlife.mp3,Damazein & Kimj,Afterlife
C:\Users\suppo\Downloads\New Music\Top1000\Danny Ocean - Me Rehúso.mp3,Danny Ocean,Me Rehúso
C:\Users\suppo\Downloads\New Music\Top1000\David Guetta & Showtek - Bad ft.Vassy.mp3,David Guetta & Showtek,Bad ft.Vassy
"C:\Users\suppo\Downloads\New Music\Top1000\David Guetta - Hey Mama ft Nicki Minaj, Bebe Rexha & Afrojack.mp3",David Guetta,"Hey Mama ft Nicki Minaj, Bebe Rexha & Afrojack"
"C:\Users\suppo\Downloads\New Music\Top1000\David Guetta - Play Hard ft. Ne-Yo, Akon.mp3",David Guetta,"Play Hard ft. Ne-Yo, Akon"
C:\Users\suppo\Downloads\New Music\Top1000\David Guetta - Titanium ft. Sia.mp3,David Guetta,Titanium ft. Sia
"C:\Users\suppo\Downloads\New Music\Top1000\David Guetta, Bebe Rexha & J Balvin - Say My Name.mp3","David Guetta, Bebe Rexha & J Balvin",Say My Name
"C:\Users\suppo\Downloads\New Music\Top1000\DAWN, ​ALMA - Angels.mp3","DAWN, ​ALMA",Angels
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂Gods Eyes＂.mp3,Dax,"""Gods Eyes"""
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂PTSD＂.mp3,Dax,"""PTSD"""
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂The Devils Calling＂.mp3,Dax,"""The Devils Calling"""
C:\Users\suppo\Downloads\New Music\Top1000\Dax - ＂To Be A Man＂.mp3,Dax,"""To Be A Man"""
C:\Users\suppo\Downloads\New Music\Top1000\Days of Summer.mp3,,Days of Summer
C:\Users\suppo\Downloads\New Music\Top1000\DCG Shun x DCG Bsavv - Every Night.mp3,DCG Shun x DCG Bsavv,Every Night
C:\Users\suppo\Downloads\New Music\Top1000\DeathbyRomy - Problems.mp3,DeathbyRomy,Problems
C:\Users\suppo\Downloads\New Music\Top1000\December Rose - Making Up For Lost Time.mp3,December Rose,Making Up For Lost Time
C:\Users\suppo\Downloads\New Music\Top1000\Definition Of ｜ 559 ｜ 432Hz.mp3,,Definition Of | 559 | 432Hz
"C:\Users\suppo\Downloads\New Music\Top1000\DeJ Loaf, Teni & Cheekychizzy - Please Dont Go.mp3","DeJ Loaf, Teni & Cheekychizzy",Please Dont Go
C:\Users\suppo\Downloads\New Music\Top1000\Dermot Kennedy - All My Friends.mp3,Dermot Kennedy,All My Friends
C:\Users\suppo\Downloads\New Music\Top1000\DILBAR ｜ Satyameva Jayate ｜ John Abraham Nora Fatehi ｜ Tanishk B Neha Kakkar Ikka Dhvani ｜ T-Series.mp3,DILBAR | Satyameva Jayate | John Abraham Nora Fatehi | Tanishk B Neha Kakkar Ikka Dhvani | T,Series
C:\Users\suppo\Downloads\New Music\Top1000\Dima Bilyk - MAGICAL NIGHT.mp3,Dima Bilyk,MAGICAL NIGHT
C:\Users\suppo\Downloads\New Music\Top1000\Dioni - Khelani.mp3,Dioni,Khelani
"C:\Users\suppo\Downloads\New Music\Top1000\DJ Drama, Boosie Badazz, & OMB Peezy feat. Trouble - Iron Right.mp3","DJ Drama, Boosie Badazz, & OMB Peezy feat. Trouble",Iron Right
"C:\Users\suppo\Downloads\New Music\Top1000\DJ Khaled - Im The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne.mp3",DJ Khaled,"Im The One ft. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne"
"C:\Users\suppo\Downloads\New Music\Top1000\DJ Khaled - Wild Thoughts ft. Rihanna, Bryson Tiller.mp3",DJ Khaled,"Wild Thoughts ft. Rihanna, Bryson Tiller"
C:\Users\suppo\Downloads\New Music\Top1000\DJ Snake - Let Me Love You ft. Justin Bieber.mp3,DJ Snake,Let Me Love You ft. Justin Bieber
"C:\Users\suppo\Downloads\New Music\Top1000\DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B.mp3",DJ Snake,"Taki Taki ft. Selena Gomez, Ozuna, Cardi B"
"C:\Users\suppo\Downloads\New Music\Top1000\DJ Snake, Lil Jon - Turn Down for What.mp3","DJ Snake, Lil Jon",Turn Down for What
C:\Users\suppo\Downloads\New Music\Top1000\Don Omar - Danza Kuduro ft. Lucenzo.mp3,Don Omar,Danza Kuduro ft. Lucenzo
C:\Users\suppo\Downloads\New Music\Top1000\Don Toliver - Embarrassed.mp3,Don Toliver,Embarrassed
C:\Users\suppo\Downloads\New Music\Top1000\Dont Go.mp3,,Dont Go
C:\Users\suppo\Downloads\New Music\Top1000\Dr. Dre - Still D.R.E. ft. Snoop Dogg.mp3,Dr. Dre,Still D.R.E. ft. Snoop Dogg
C:\Users\suppo\Downloads\New Music\Top1000\Drake - Gods Plan.mp3,Drake,Gods Plan
C:\Users\suppo\Downloads\New Music\Top1000\Drake - Hotline Bling.mp3,Drake,Hotline Bling
C:\Users\suppo\Downloads\New Music\Top1000\Drake - Kiki Do You Love Me.mp3,Drake,Kiki Do You Love Me
C:\Users\suppo\Downloads\New Music\Top1000\Drew Yari - ONLY FANS.mp3,Drew Yari,ONLY FANS
C:\Users\suppo\Downloads\New Music\Top1000\Dua Lipa - Break My Heart.mp3,Dua Lipa,Break My Heart
C:\Users\suppo\Downloads\New Music\Top1000\Dua Lipa - Dont Start Now.mp3,Dua Lipa,Dont Start Now
C:\Users\suppo\Downloads\New Music\Top1000\Dua Lipa - Levitating Featuring DaBaby.mp3,Dua Lipa,Levitating Featuring DaBaby
C:\Users\suppo\Downloads\New Music\Top1000\Dua Lipa - New Rules.mp3,Dua Lipa,New Rules
C:\Users\suppo\Downloads\New Music\Top1000\Dylan & Dakota - Baddie.mp3,Dylan & Dakota,Baddie
C:\Users\suppo\Downloads\New Music\Top1000\Dylan Chambers - Beautiful Thing.mp3,Dylan Chambers,Beautiful Thing
C:\Users\suppo\Downloads\New Music\Top1000\DYNAMICS Dance Medley - VOL 2.mp3,DYNAMICS Dance Medley,VOL 2
"C:\Users\suppo\Downloads\New Music\Top1000\Dynoro, Gigi DAgostino - In My Mind.mp3","Dynoro, Gigi DAgostino",In My Mind
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - American Town.mp3,Ed Sheeran,American Town
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Boat.mp3,Ed Sheeran,Boat
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Borderline.mp3,Ed Sheeran,Borderline
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Colourblind.mp3,Ed Sheeran,Colourblind
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Curtains.mp3,Ed Sheeran,Curtains
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Dusty.mp3,Ed Sheeran,Dusty
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - End Of Youth.mp3,Ed Sheeran,End Of Youth
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Eyes Closed.mp3,Ed Sheeran,Eyes Closed
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Life Goes On.mp3,Ed Sheeran,Life Goes On
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - No Strings.mp3,Ed Sheeran,No Strings
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Perfect.mp3,Ed Sheeran,Perfect
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Photograph.mp3,Ed Sheeran,Photograph
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Salt Water.mp3,Ed Sheeran,Salt Water
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Shape of You.mp3,Ed Sheeran,Shape of You
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Spark.mp3,Ed Sheeran,Spark
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Sycamore.mp3,Ed Sheeran,Sycamore
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - The Hills of Aberfeldy.mp3,Ed Sheeran,The Hills of Aberfeldy
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Thinking Out Loud.mp3,Ed Sheeran,Thinking Out Loud
C:\Users\suppo\Downloads\New Music\Top1000\Ed Sheeran - Vega.mp3,Ed Sheeran,Vega
C:\Users\suppo\Downloads\New Music\Top1000\Edine - 24-7.mp3,Edine,24-7
C:\Users\suppo\Downloads\New Music\Top1000\Edine - Do You Have a Problem.mp3,Edine,Do You Have a Problem
C:\Users\suppo\Downloads\New Music\Top1000\Edward Maya x Carine - Paparazzi.mp3,Edward Maya x Carine,Paparazzi
C:\Users\suppo\Downloads\New Music\Top1000\El Amante - Nicky Jam.mp3,El Amante,Nicky Jam
"C:\Users\suppo\Downloads\New Music\Top1000\El Chombo, Dancing Green Alien - Dame Tu Cosita feat. Cutty Ranks.mp3","El Chombo, Dancing Green Alien",Dame Tu Cosita feat. Cutty Ranks
C:\Users\suppo\Downloads\New Music\Top1000\El Emisario ❌ MaestroEIM - Amantes.mp3,El Emisario ❌ MaestroEIM,Amantes
C:\Users\suppo\Downloads\New Music\Top1000\Ellie Goulding - Burn.mp3,Ellie Goulding,Burn
C:\Users\suppo\Downloads\New Music\Top1000\Ellie Goulding - Love Me Like You Do.mp3,Ellie Goulding,Love Me Like You Do
"C:\Users\suppo\Downloads\New Music\Top1000\Ellie Goulding, Diplo, Swae Lee - Close To Me.mp3","Ellie Goulding, Diplo, Swae Lee",Close To Me
C:\Users\suppo\Downloads\New Music\Top1000\ELYAZ - Remember Home.mp3,ELYAZ,Remember Home
C:\Users\suppo\Downloads\New Music\Top1000\ELYAZ - The Place Where We Belong.mp3,ELYAZ,The Place Where We Belong
C:\Users\suppo\Downloads\New Music\Top1000\Emi Wezka - Así Es.mp3,Emi Wezka,Así Es
C:\Users\suppo\Downloads\New Music\Top1000\Emile Mosseri - ＂My Greedy Heart＂.mp3,Emile Mosseri,"""My Greedy Heart"""
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Darkness.mp3,Eminem,Darkness
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Godzilla ft. Juice WRLD.mp3,Eminem,Godzilla ft. Juice WRLD
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Lose Yourself.mp3,Eminem,Lose Yourself
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Love The Way You Lie ft. Rihanna.mp3,Eminem,Love The Way You Lie ft. Rihanna
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Mockingbird.mp3,Eminem,Mockingbird
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Not Afraid.mp3,Eminem,Not Afraid
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Rap God.mp3,Eminem,Rap God
C:\Users\suppo\Downloads\New Music\Top1000\Eminem - Without Me.mp3,Eminem,Without Me
C:\Users\suppo\Downloads\New Music\Top1000\Emrah Karaduman - Dipsiz Kuyum feat. Aleyna Tilki.mp3,Emrah Karaduman,Dipsiz Kuyum feat. Aleyna Tilki
C:\Users\suppo\Downloads\New Music\Top1000\ENISA - Blame It On Me.mp3,ENISA,Blame It On Me
"C:\Users\suppo\Downloads\New Music\Top1000\Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona.mp3",Enrique Iglesias,"Bailando ft. Descemer Bueno, Gente De Zona"
C:\Users\suppo\Downloads\New Music\Top1000\Enrique Iglesias - DUELE EL CORAZON ft. Wisin.mp3,Enrique Iglesias,DUELE EL CORAZON ft. Wisin
C:\Users\suppo\Downloads\New Music\Top1000\Enrique Iglesias - El Perdedor ft. Marco Antonio Solís.mp3,Enrique Iglesias,El Perdedor ft. Marco Antonio Solís
"C:\Users\suppo\Downloads\New Music\Top1000\Enrique Iglesias - SUBEME LA RADIO ft. Descemer Bueno, Zion & Lennox.mp3",Enrique Iglesias,"SUBEME LA RADIO ft. Descemer Bueno, Zion & Lennox"
C:\Users\suppo\Downloads\New Music\Top1000\ericdoa - dancinwithsomebawdy.mp3,ericdoa,dancinwithsomebawdy
C:\Users\suppo\Downloads\New Music\Top1000\Erik Frank - Lowkey Loving You.mp3,Erik Frank,Lowkey Loving You
C:\Users\suppo\Downloads\New Music\Top1000\Erik Frank - Physical.mp3,Erik Frank,Physical
"C:\Users\suppo\Downloads\New Music\Top1000\Esperando QTD Remix -Villafañe ft @elblxnco111 , @izzy_bz.mp3",Esperando QTD Remix,"Villafañe ft @elblxnco111 , @izzy_bz"
C:\Users\suppo\Downloads\New Music\Top1000\ESSEO - Heart.mp3,ESSEO,Heart
C:\Users\suppo\Downloads\New Music\Top1000\Europe - The Final Countdown.mp3,Europe,The Final Countdown
C:\Users\suppo\Downloads\New Music\Top1000\Evanescence - Bring Me To Life ft. Paul McCoy.mp3,Evanescence,Bring Me To Life ft. Paul McCoy
C:\Users\suppo\Downloads\New Music\Top1000\Fat Trel - Kill.mp3,Fat Trel,Kill
"C:\Users\suppo\Downloads\New Music\Top1000\Fehr Rivas, Aleks Syntek- INMORTAL.mp3","Fehr Rivas, Aleks Syntek",INMORTAL
C:\Users\suppo\Downloads\New Music\Top1000\Fettiboyz Loddy Lou - Dogg Shit Official Video.mp3,Fettiboyz Loddy Lou,Dogg Shit
C:\Users\suppo\Downloads\New Music\Top1000\Fetty Wap - 1738.mp3,Fetty Wap,1738
C:\Users\suppo\Downloads\New Music\Top1000\FIFTEENAFTER - LA to Atlanta.mp3,FIFTEENAFTER,LA to Atlanta
C:\Users\suppo\Downloads\New Music\Top1000\Fifth Harmony - Work from Home ft. Ty Dolla $ign.mp3,Fifth Harmony,Work from Home ft. Ty Dolla $ign
C:\Users\suppo\Downloads\New Music\Top1000\Fifth Harmony - Worth It ft. Kid Ink.mp3,Fifth Harmony,Worth It ft. Kid Ink
C:\Users\suppo\Downloads\New Music\Top1000\Flaujae - Karma feat. 2Rare.mp3,Flaujae,Karma feat. 2Rare
C:\Users\suppo\Downloads\New Music\Top1000\Flowcito Playero - Nicolukas.mp3,Flowcito Playero,Nicolukas
C:\Users\suppo\Downloads\New Music\Top1000\FloyyMenor - LO MISMO QUE YO.mp3,FloyyMenor,LO MISMO QUE YO
C:\Users\suppo\Downloads\New Music\Top1000\French Montana - Good Summer.mp3,French Montana,Good Summer
C:\Users\suppo\Downloads\New Music\Top1000\French Montana - Unforgettable ft. Swae Lee.mp3,French Montana,Unforgettable ft. Swae Lee
C:\Users\suppo\Downloads\New Music\Top1000\Fridah x Luciente - TU VAINA LOCA.mp3,Fridah x Luciente,TU VAINA LOCA
"C:\Users\suppo\Downloads\New Music\Top1000\Fridayy, Chris Brown - ＂Dont Give It Away＂.mp3","Fridayy, Chris Brown","""Dont Give It Away"""
C:\Users\suppo\Downloads\New Music\Top1000\Fun.： We Are Young ft. Janelle Monáe.mp3,,Fun.: We Are Young ft. Janelle Monáe
C:\Users\suppo\Downloads\New Music\Top1000\Future - Life Is Good ft. Drake.mp3,Future,Life Is Good ft. Drake
C:\Users\suppo\Downloads\New Music\Top1000\Gaby Crush - Me Cambiaste.mp3,Gaby Crush,Me Cambiaste
C:\Users\suppo\Downloads\New Music\Top1000\GAWD - NVM.mp3,GAWD,NVM
C:\Users\suppo\Downloads\New Music\Top1000\Genesis Owusu - Tied Up!.mp3,Genesis Owusu,Tied Up!
C:\Users\suppo\Downloads\New Music\Top1000\Gente de Zona - La Gozadera ft. Marc Anthony.mp3,Gente de Zona,La Gozadera ft. Marc Anthony
C:\Users\suppo\Downloads\New Music\Top1000\George Michael - Careless Whisper (Official 4K Video).mp3,George Michael,Careless Whisper
C:\Users\suppo\Downloads\New Music\Top1000\George Michael - Careless Whisper.mp3,George Michael,Careless Whisper
"C:\Users\suppo\Downloads\New Music\Top1000\Glitter Dream, Alex Parker, Ciresan - Undress Your Soul.mp3","Glitter Dream, Alex Parker, Ciresan",Undress Your Soul
C:\Users\suppo\Downloads\New Music\Top1000\Gold Fang - Mi Nuh Like.mp3,Gold Fang,Mi Nuh Like
C:\Users\suppo\Downloads\New Music\Top1000\Gold Fang - Remedy.mp3,Gold Fang,Remedy
C:\Users\suppo\Downloads\New Music\Top1000\Gotye - Somebody That I Used To Know.mp3,Gotye,Somebody That I Used To Know
C:\Users\suppo\Downloads\New Music\Top1000\GRIP - Ain’t Ok.mp3,GRIP,Ain’t Ok
C:\Users\suppo\Downloads\New Music\Top1000\Groovyie - A Lil A Lot.mp3,Groovyie,A Lil A Lot
C:\Users\suppo\Downloads\New Music\Top1000\Groovyie - The Grit.mp3,Groovyie,The Grit
C:\Users\suppo\Downloads\New Music\Top1000\GT_Ofice x ALWZ SNNY x Robbie Rosen - Feels Like Us.mp3,GT_Ofice x ALWZ SNNY x Robbie Rosen,Feels Like Us
C:\Users\suppo\Downloads\New Music\Top1000\Guapo Phil - So Crazy Dir. MKY Visualz.mp3,Guapo Phil,So Crazy Dir. MKY Visualz
C:\Users\suppo\Downloads\New Music\Top1000\Guns N Roses - November Rain.mp3,Guns N Roses,November Rain
C:\Users\suppo\Downloads\New Music\Top1000\Guns N Roses - Sweet Child O Mine.mp3,Guns N Roses,Sweet Child O Mine
C:\Users\suppo\Downloads\New Music\Top1000\Guru Randhawa： High Rated Gabru Official Song ｜ DirectorGifty ｜ Bhushan Kumar ｜ T-Series.mp3,Guru Randhawa: High Rated Gabru Official Song | DirectorGifty | Bhushan Kumar | T,Series
C:\Users\suppo\Downloads\New Music\Top1000\Gutta Tv & Reese Youngn - Infinate Time.mp3,Gutta Tv & Reese Youngn,Infinate Time
C:\Users\suppo\Downloads\New Music\Top1000\GuttaTV- Straight Drop.mp3,GuttaTV,Straight Drop
C:\Users\suppo\Downloads\New Music\Top1000\HA-ASH - Lo Aprendí de Ti.mp3,HA-ASH,Lo Aprendí de Ti
C:\Users\suppo\Downloads\New Music\Top1000\Hadii Bandzz - Sneaky Link.mp3,Hadii Bandzz,Sneaky Link
C:\Users\suppo\Downloads\New Music\Top1000\Halfaheart Skii - Now Or Never.mp3,Halfaheart Skii,Now Or Never
C:\Users\suppo\Downloads\New Music\Top1000\Hard - Kief Brown.mp3,Hard,Kief Brown
C:\Users\suppo\Downloads\New Music\Top1000\Harrdy Sandhu - Kya Baat Ay.mp3,Harrdy Sandhu,Kya Baat Ay
C:\Users\suppo\Downloads\New Music\Top1000\Harry Styles - As It Was.mp3,Harry Styles,As It Was
C:\Users\suppo\Downloads\New Music\Top1000\Harry Styles - Sign of the Times.mp3,Harry Styles,Sign of the Times
"C:\Users\suppo\Downloads\New Music\Top1000\Hi-Rez, ALWZ SNNY, Sincerely Collins - GOOD VIBRATIONS.mp3","Hi-Rez, ALWZ SNNY, Sincerely Collins",GOOD VIBRATIONS
C:\Users\suppo\Downloads\New Music\Top1000\Hi-Tone & $tupid Young - Aye Holmes.mp3,Hi-Tone & $tupid Young,Aye Holmes
C:\Users\suppo\Downloads\New Music\Top1000\Humberto e Ronaldo - Não Fala Não Pra Mim feat. Jerry Smith.mp3,Humberto e Ronaldo,Não Fala Não Pra Mim feat. Jerry Smith
C:\Users\suppo\Downloads\New Music\Top1000\Huncho Bookie - All Luv.mp3,Huncho Bookie,All Luv
C:\Users\suppo\Downloads\New Music\Top1000\Hunxho - 48 Laws of Power.mp3,Hunxho,48 Laws of Power
C:\Users\suppo\Downloads\New Music\Top1000\Iggy Azalea - Fancy ft. Charli XCX.mp3,Iggy Azalea,Fancy ft. Charli XCX
C:\Users\suppo\Downloads\New Music\Top1000\Iggy Azalea - Money Come.mp3,Iggy Azalea,Money Come
C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Believer.mp3,Imagine Dragons,Believer
C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Demons.mp3,Imagine Dragons,Demons
C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Radioactive.mp3,Imagine Dragons,Radioactive
C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Thunder.mp3,Imagine Dragons,Thunder
C:\Users\suppo\Downloads\New Music\Top1000\Imagine Dragons - Whatever It Takes.mp3,Imagine Dragons,Whatever It Takes
"C:\Users\suppo\Downloads\New Music\Top1000\Imanbek, Trevor Daniel - In The Morning.mp3","Imanbek, Trevor Daniel",In The Morning
C:\Users\suppo\Downloads\New Music\Top1000\In The End - Linkin Park.mp3,In The End,Linkin Park
C:\Users\suppo\Downloads\New Music\Top1000\Ingram Street - Throwback.mp3,Ingram Street,Throwback
C:\Users\suppo\Downloads\New Music\Top1000\ivri - inversion.mp3,ivri,inversion
C:\Users\suppo\Downloads\New Music\Top1000\iZaak x Farruko - Dale Con To.mp3,iZaak x Farruko,Dale Con To
C:\Users\suppo\Downloads\New Music\Top1000\J Balvin - 6 AM ft. Farruko.mp3,J Balvin,6 AM ft. Farruko
"C:\Users\suppo\Downloads\New Music\Top1000\J Balvin, Willy William - Mi Gente.mp3","J Balvin, Willy William",Mi Gente
"C:\Users\suppo\Downloads\New Music\Top1000\J Balvin, Zion & Lennox - No Es Justo.mp3","J Balvin, Zion & Lennox",No Es Justo
C:\Users\suppo\Downloads\New Music\Top1000\J. Balvin - Ay Vamos.mp3,J. Balvin,Ay Vamos
C:\Users\suppo\Downloads\New Music\Top1000\Jack Harlow - Gang Gang Gang.mp3,Jack Harlow,Gang Gang Gang
C:\Users\suppo\Downloads\New Music\Top1000\James Arthur - Blindside.mp3,James Arthur,Blindside
C:\Users\suppo\Downloads\New Music\Top1000\James Arthur - Say You Wont Let Go.mp3,James Arthur,Say You Wont Let Go
C:\Users\suppo\Downloads\New Music\Top1000\Jason Derulo - Swalla.mp3,Jason Derulo,Swalla
C:\Users\suppo\Downloads\New Music\Top1000\JDSNeverMissin & Kalan.FrFr - Know That.mp3,JDSNeverMissin & Kalan.FrFr,Know That
C:\Users\suppo\Downloads\New Music\Top1000\Jealous Friend - Boogie.mp3,Jealous Friend,Boogie
C:\Users\suppo\Downloads\New Music\Top1000\Jealous Friend - Sometimes.mp3,Jealous Friend,Sometimes
C:\Users\suppo\Downloads\New Music\Top1000\Jeep.mp3,,Jeep
C:\Users\suppo\Downloads\New Music\Top1000\Jeins D - LA CONEXION (🔥VIDEO OFICIAL🔥.mp3,Jeins D,LA CONEXION (🔥VIDEO OFICIAL🔥
C:\Users\suppo\Downloads\New Music\Top1000\Jelani Lateef - Show You.mp3,Jelani Lateef,Show You
