batch_id,original_path,original_name,proposed_name,cleaned_name,guessed_artist,guessed_title,override_applied,parse_method,confidence,collision_status,duplicate_group_id,duplicate_risk,action,target_state,notes
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr - Simple Man.mp3,Hank Williams Jr - Simple Man.mp3,Hank Williams Jr - Simple Man.mp3,Hank Williams Jr - Simple Man.mp3,Hank Williams Jr,Simple Man,,standard,1.0,no_change,G0105,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr - Simple Man.temp.mp3,Hank Williams Jr - Simple Man.temp.mp3,Hank Williams Jr - Simple Man.temp.mp3,Hank Williams Jr - Simple Man.temp.mp3,Hank Williams Jr,Simple Man.temp,,standard,1.0,no_change,G0105,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.mp3,Heaven and Hell - Black Sabbath lyrics.mp3,Heaven and Hell - Black Sabbath Lyrics.mp3,Heaven and Hell - Black Sabbath lyrics.mp3,Heaven and Hell,Black Sabbath lyrics,,standard,1.0,no_change,G0117,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Heaven and Hell - Black Sabbath lyrics.temp.mp3,Heaven and Hell - Black Sabbath lyrics.temp.mp3,Heaven and Hell - Black Sabbath Lyrics.temp.mp3,Heaven and Hell - Black Sabbath lyrics.temp.mp3,Heaven and Hell,Black Sabbath lyrics.temp,,standard,1.0,no_change,G0117,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,Ice Cube - Check Yo Self.mp3,Ice Cube,Check Yo Self,,standard,1.0,no_change,G0092,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - It Was A Good Day.mp3,Ice Cube - It Was A Good Day.mp3,Ice Cube - It Was a Good Day.mp3,Ice Cube - It Was A Good Day.mp3,Ice Cube,It Was A Good Day,,standard,1.0,no_change,G0102,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice Cube - You Know How We Do It.mp3,Ice Cube - You Know How We Do It.mp3,Ice Cube - You Know How We Do It.mp3,Ice Cube - You Know How We Do It.mp3,Ice Cube,You Know How We Do It,,standard,1.0,no_change,G0109,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\IceCube - Check Yo Self.mp3,IceCube - Check Yo Self.mp3,Icecube - Check Yo Self.mp3,IceCube - Check Yo Self.mp3,IceCube,Check Yo Self,,standard,1.0,no_change,G0092,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000\Kelly Clarkson - me.mp3,Kelly Clarkson - me.mp3,Kelly Clarkson - Me.mp3,Kelly Clarkson - me.mp3,Kelly Clarkson,me,,standard,1.0,no_change,G0082,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000\Kelly Clarkson - mine.mp3,Kelly Clarkson - mine.mp3,Kelly Clarkson - Mine.mp3,Kelly Clarkson - mine.mp3,Kelly Clarkson,mine,,standard,1.0,no_change,G0082,near_duplicate,skip,REVIEW_REQUIRED,
